OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN,CODIGOCTMESTACIONREDMETRO
9936,6,334537,140,140,1,1,5234,*,,15,TI,I,SUECIA-PASEO DE GINEBRA,28,079,MADRID,A,Calle de Suecia N 44,20060227,20050721,,240.8898,13.768,6,93_256,,,6__140_____1_IT_1_6_5234_*__TI_I_15,,,,6__140___,6__140_____1_IT_1,6_5234,6_5234_*,6_5234_,
9937,6,361902,402,E2,1,1,5234,*,,10,TI,I,SUECIA-PASEO DE GINEBRA,28,079,MADRID,A,Calle de Suecia N 44,20180528,20180604,,467.5868,18.667,6,93_256,,,6__402_____1_IT_1_6_5234_*__TI_I_10,,,,6__402___,6__402_____1_IT_1,6_5234,6_5234_*,6_5234_,
9938,6,333176,153,153,2,1,5235,*,,18,TI,I,CALLE DE INOCENTA DE MESA,28,079,MADRID,A,Calle de Inocenta de Mesa N 17,20041027,20041023,,211.016,14.172,6,_,,,6__153_____2_IT_1_6_5235_*__TI_I_18,,,,6__153___,6__153_____2_IT_1,6_5235,6_5235_*,6_5235_,
9939,6,340722,505,N5,1,1,5239,*,,38,TI,I,DEYANIRA 17,28,079,MADRID,A,Calle de Deyanira N 19A,20090622,20090518,,342.4912,19.564,6,_,,,6_N_505_____1_IT_1_6_5239_*__TI_I_38,,,,6_N_505___,6_N_505_____1_IT_1,6_5239,6_5239_*,6_5239_,
9940,6,366346,077,77,1,1,5239,*,,19,TI,I,DEYANIRA 17,28,079,MADRID,A,Calle de Deyanira N 19A,20210217,20210216,,342.4912,14.278,6,_,,,6__77_____1_IT_1_6_5239_*__TI_I_19,,,,6__77___,6__77_____1_IT_1,6_5239,6_5239_*,6_5239_,
9941,6,334719,077,77,2,1,5240,*,,12,TI,I,DEYANIRA 17,28,079,MADRID,A,Calle de Deyanira N 17A,20060315,20060315,,436.0532,13.73,6,_,,,6__77_____2_IT_1_6_5240_*__TI_I_12,,,,6__77___,6__77_____2_IT_1,6_5240,6_5240_*,6_5240_,
9942,6,340723,505,N5,2,1,5240,*,,5,TI,I,DEYANIRA 17,28,079,MADRID,A,Calle de Deyanira N 17A,20090622,20090518,,436.0532,16.647,6,_,,,6_N_505_____2_IT_1_6_5240_*__TI_I_5,,,,6_N_505___,6_N_505_____2_IT_1,6_5240,6_5240_*,6_5240_,
9943,6,370805,088,88,2,1,5240,*,,5,TI,I,DEYANIRA 17,28,079,MADRID,A,Calle de Deyanira N 17A,20240109,20240115,,436.0532,0,6,_,,,6__088_____2_IT_1_6_5240_*__TI_I_5,,608802,,6__088___,6__088____608802_2_IT_1,6_5240,6_5240_*,6_5240_,
9944,6,334719,077,77,2,1,5241,*,,13,TI,I,DEYANIRA-EUTERPE,28,079,MADRID,A,Calle de Deyanira N 15,20060315,20060315,,228.5266,13.352,6,_,,,6__77_____2_IT_1_6_5241_*__TI_I_13,,,,6__77___,6__77_____2_IT_1,6_5241,6_5241_*,6_5241_,
9945,6,340723,505,N5,2,1,5241,*,,6,TI,I,DEYANIRA-EUTERPE,28,079,MADRID,A,Calle de Deyanira N 15,20090622,20090518,,228.5266,16.358,6,_,,,6_N_505_____2_IT_1_6_5241_*__TI_I_6,,,,6_N_505___,6_N_505_____2_IT_1,6_5241,6_5241_*,6_5241_,
9946,6,370805,088,88,2,1,5241,*,,6,TI,I,DEYANIRA-EUTERPE,28,079,MADRID,A,Calle de Deyanira N 15,20240109,20240115,,228.5266,0,6,_,,,6__088_____2_IT_1_6_5241_*__TI_I_6,,608802,,6__088___,6__088____608802_2_IT_1,6_5241,6_5241_*,6_5241_,
9947,6,333177,078,78,1,1,5242,*,,37,TI,T,SAN MARIO-CNO.DE PERALES,28,079,MADRID,A,Calle de San Mario N 1,20041028,20050219,,128.544,0,6,_,,,6__78_____1_IT_1_6_5242_*__TI_T_37,,,,6__78___,6__78_____1_IT_1,6_5242,6_5242_*,6_5242_,
9948,6,333189,078,78,2,1,5242,*,,1,TI,T,SAN MARIO-CNO.DE PERALES,28,079,MADRID,A,Calle de San Mario N 1,20041103,20050219,,0,0,6,_,,,6__78_____2_IT_1_6_5242_*__TI_T_1,,,,6__78___,6__78_____2_IT_1,6_5242,6_5242_*,6_5242_,
9949,6,340722,505,N5,1,1,5238,*,,37,TI,I,DEYANIRA-EUTERPE,28,079,MADRID,A,Calle de Deyanira N 6,20090622,20090518,,290.6041,19.564,6,_,,,6_N_505_____1_IT_1_6_5238_*__TI_I_37,,,,6_N_505___,6_N_505_____1_IT_1,6_5238,6_5238_*,6_5238_,
9950,6,366346,077,77,1,1,5238,*,,18,TI,I,DEYANIRA-EUTERPE,28,079,MADRID,A,Calle de Deyanira N 6,20210217,20210216,,290.6041,14.278,6,_,,,6__77_____1_IT_1_6_5238_*__TI_I_18,,,,6__77___,6__77_____1_IT_1,6_5238,6_5238_*,6_5238_,
9951,6,333175,153,153,1,1,5220,*,,1,TI,C,AVDA DE GUADALAJARA,28,079,MADRID,A,Avda de Guadalajara SN SN,20041027,20041023,,0,0,6,_,,,6__153_____1_IT_1_6_5220_*__TI_C_1,,,,6__153___,6__153_____1_IT_1,6_5220,6_5220_*,6_5220_,
9952,6,333176,153,153,2,1,5220,*,,34,TI,C,AVDA DE GUADALAJARA,28,079,MADRID,A,Avda de Guadalajara SN SN,20041027,20041023,,316.1314,14.172,6,_,,,6__153_____2_IT_1_6_5220_*__TI_C_34,,,,6__153___,6__153_____2_IT_1,6_5220,6_5220_*,6_5220_,
9953,6,369767,506,N6,1,1,5220,*,,31,TI,I,AVDA DE GUADALAJARA,28,079,MADRID,A,Avda de Guadalajara SN SN,20230404,20230410,,436.3327,0,6,_,,,6_N_506_____1_IT_1_6_5220_*__TI_I_31,,650601,,6_N_506___,6_N_506____650601_1_IT_1,6_5220,6_5220_*,6_5220_,
9954,6,333175,153,153,1,1,5221,*,,2,TI,I,PASEO DE GINEBRA-SUECIA,28,079,MADRID,A,Paseo de Ginebra N 12,20041027,20041023,,187.4957,14.257,6,93_256,,,6__153_____1_IT_1_6_5221_*__TI_I_2,,,,6__153___,6__153_____1_IT_1,6_5221,6_5221_*,6_5221_,
9955,6,333175,153,153,1,1,5222,*,,7,TI,I,ARCOS DE JALÓN-ALBERICIA,28,079,MADRID,A,Calle de Arcos de Jalón N 116,20041027,20041023,,372.3942,14.257,6,_,,,6__153_____1_IT_1_6_5222_*__TI_I_7,,,,6__153___,6__153_____1_IT_1,6_5222,6_5222_*,6_5222_,
9956,6,333175,153,153,1,1,5223,*,,14,TI,I,SAN ROMUALDO-CRONOS,28,079,MADRID,A,Calle de San Romualdo N 37,20041027,20041023,,310.5559,14.257,6,_,,,6__153_____1_IT_1_6_5223_*__TI_I_14,,,,6__153___,6__153_____1_IT_1,6_5223,6_5223_*,6_5223_,
9957,6,333175,153,153,1,1,5225,*,,22,TI,I,CONDE DE LAS POSADAS-GUADALAJARA,28,079,MADRID,A,Calle del Conde de las Posadas N 7,20041027,20041023,,360.2316,14.257,6,_,,,6__153_____1_IT_1_6_5225_*__TI_I_22,,,,6__153___,6__153_____1_IT_1,6_5225,6_5225_*,6_5225_,
9958,6,362327,123,123,2,1,5058,*,,20,TI,I,ALIANZA-COALICION,28,079,MADRID,A,Calle de la Alianza N 23,20180910,20180917,,203.4483,15.011,6,_,,,6__123_____2_IT_1_6_5058_*__TI_I_20,,-,,6__123___,6__123____-_2_IT_1,6_5058,6_5058_*,6_5058_,
9959,6,337513,048,48,2,1,5533,*,,34,TI,C,FCO.SILVELA-J.ORTEGA Y GASSET,28,079,MADRID,A,Calle de Francisco Silvela N 11,20080121,20070929,,227.8002,12.632,6,_,,,6__48_____2_IT_1_6_5533_*__TI_C_34,,,,6__48___,6__48_____2_IT_1,6_5533,6_5533_*,6_5533_,
9960,6,337512,048,48,1,1,5533,*,,1,TI,C,FCO.SILVELA-J.ORTEGA Y GASSET,28,079,MADRID,A,Calle de Francisco Silvela N 11,20080121,20070929,,0,0,6,_,,,6__48_____1_IT_1_6_5533_*__TI_C_1,,,,6__48___,6__48_____1_IT_1,6_5533,6_5533_*,6_5533_,
9961,6,333512,101,101,1,1,5247,*,,2,TI,I,AV.LOGROÑO-CANILLEJAS,28,079,MADRID,A,Avda de Logroño N 6N,20050217,20050205,,431.8184,18.928,6,91_6,,,6__101_____1_IT_1_6_5247_*__TI_I_2,,,,6__101___,6__101_____1_IT_1,6_5247,6_5247_*,6_5247_,
9962,6,333411,105,105,1,1,5247,*,,15,TI,I,AV.LOGROÑO-CANILLEJAS,28,079,MADRID,A,Avda de Logroño N 6N,20050117,20050123,,779.0721,16.107,6,91_6,,,6__105_____1_IT_1_6_5247_*__TI_I_15,,,,6__105___,6__105_____1_IT_1,6_5247,6_5247_*,6_5247_,
9963,6,339481,151,151,1,1,5247,*,,2,TI,I,AV.LOGROÑO-CANILLEJAS,28,079,MADRID,A,Avda de Logroño N 6N,20081119,20081111,,414.3762,15.098,6,91_6,,,6__151_____1_IT_1_6_5247_*__TI_I_2,,,,6__151___,6__151_____1_IT_1,6_5247,6_5247_*,6_5247_,
9964,6,361626,165,165,1,1,5247,*,,10,TI,I,AV.LOGROÑO-CANILLEJAS,28,079,MADRID,A,Avda de Logroño N 6N,20180314,20180402,,338.8288,0,6,91_6,,,6__165_____1_IT_1_6_5247_*__TI_I_10,,-,,6__165___,6__165____-_1_IT_1,6_5247,6_5247_*,6_5247_,
9965,6,283735,127,127,1,1,5251,*,,1,TI,C,AV.REINA VICTORIA-CUATRO CAMINOS,28,079,MADRID,A,Avda de la Reina Victoria N 6,19991221,19961019,,0,0,6,91_40,,,6__127_____1_IT_1_6_5251_*__TI_C_1,,,,6__127___,6__127_____1_IT_1,6_5251,6_5251_*,6_5251_,
9966,6,283736,127,127,2,1,5251,*,,30,TI,C,AV.REINA VICTORIA-CUATRO CAMINOS,28,079,MADRID,A,Avda de la Reina Victoria N 6,19991221,19961019,,304.0126,12.75,6,91_40,,,6__127_____2_IT_1_6_5251_*__TI_C_30,,,,6__127___,6__127_____2_IT_1,6_5251,6_5251_*,6_5251_,
9967,6,339768,456,T41,2,1,5349,*,,6,TI,I,LAGUNA DEL MARQUESADO-AV.REAL DE PINTO,28,079,MADRID,A,Calle de la Laguna del Marquesado N 36J,20090112,20090110,,310.2623,15.183,6,_,,,6__456_____2_IT_1_6_5349_*__TI_I_6,,,,6__456___,6__456_____2_IT_1,6_5349,6_5349_*,6_5349_,
9968,6,352409,053,53,1,1,5304,*,,1,TI,C,CEDACEROS-CARRERA SAN JERÓNIMO,28,079,MADRID,A,Calle de Cedaceros N 11,20110926,20140526,,0,0,6,92_345,,,6__53_____1_IT_1_6_5304_*__TI_C_1,,,,6__53___,6__53_____1_IT_1,6_5304,6_5304_*,6_5304_,
9969,6,352410,053,53,2,1,5304,*,,30,TI,C,CEDACEROS-CARRERA SAN JERÓNIMO,28,079,MADRID,A,Calle de Cedaceros N 11,20110926,20140526,,533.8559,10.252,6,92_345,,,6__53_____2_IT_1_6_5304_*__TI_C_30,,,,6__53___,6__53_____2_IT_1,6_5304,6_5304_*,6_5304_,
9970,6,333175,153,153,1,1,5226,*,,24,TI,I,AV.LOS PRUNOS-PETUNIAS,28,079,MADRID,A,Avda de los Prunos N 11D,20041027,20041023,,160.2525,14.257,6,_,,,6__153_____1_IT_1_6_5226_*__TI_I_24,,,,6__153___,6__153_____1_IT_1,6_5226,6_5226_*,6_5226_,
9971,6,333175,153,153,1,1,5227,*,,23,TI,I,AV.LOS PRUNOS-SANDALO,28,079,MADRID,A,Avda de los Prunos N 17,20041027,20041023,,395.6656,14.257,6,_,,,6__153_____1_IT_1_6_5227_*__TI_I_23,,,,6__153___,6__153_____1_IT_1,6_5227,6_5227_*,6_5227_,
9972,6,333175,153,153,1,1,5228,*,,25,TI,I,AV.ARROYO DEL SANTO-AV.LOS ARCES,28,079,MADRID,A,Avda de los Arces N 11B,20041027,20041023,,286.1513,14.257,6,_,,,6__153_____1_IT_1_6_5228_*__TI_I_25,,,,6__153___,6__153_____1_IT_1,6_5228,6_5228_*,6_5228_,
9973,6,334537,140,140,1,1,5403,*,,10,TI,I,AQUITANIA-NUREMBERG,28,079,MADRID,A,Calle de Aquitania N 22,20060227,20050721,,291.5735,14.429,6,_,,,6__140_____1_IT_1_6_5403_*__TI_I_10,,,,6__140___,6__140_____1_IT_1,6_5403,6_5403_*,6_5403_,
9974,6,346645,106,106,1,1,5403,*,,18,TI,I,AQUITANIA-NUREMBERG,28,079,MADRID,A,Calle de Aquitania N 22,20120131,20120109,,291.5735,14.476,6,_,,,6__106_____1_IT_1_6_5403_*__TI_I_18,,,,6__106___,6__106_____1_IT_1,6_5403,6_5403_*,6_5403_,
9975,6,368873,159,159,1,1,5403,*,,3,TI,I,AQUITANIA-NUREMBERG,28,079,MADRID,A,Calle de Aquitania N 22,20221101,20221114,,291.6245,0,6,_,,,6__159_____1_IT_1_6_5403_*__TI_I_3,,615901,,6__159___,6__159____615901_1_IT_1,6_5403,6_5403_*,6_5403_,
9976,6,333029,071,71,1,1,5536,*,,1,TI,C,PZA.MANUEL BECERRA-DR.ESQUERRO,28,079,MADRID,A,Calle del Doctor Esquerdo N 3,20040730,20041120,,0,0,6,91_41,,,6__71_____1_IT_1_6_5536_*__TI_C_1,,,,6__71___,6__71_____1_IT_1,6_5536,6_5536_*,6_5536_,
9977,6,332574,071,71,2,1,5536,*,,40,TI,C,PZA.MANUEL BECERRA-DR.ESQUERRO,28,079,MADRID,A,Calle del Doctor Esquerdo N 3,20040112,20040126,,306.0458,14.344,6,91_41,,,6__71_____2_IT_1_6_5536_*__TI_C_40,,,,6__71___,6__71_____2_IT_1,6_5536,6_5536_*,6_5536_,
9978,6,348743,002,2,1,1,5536,*,,1,TI,C,PZA.MANUEL BECERRA-DR.ESQUERRO,28,079,MADRID,A,Calle del Doctor Esquerdo N 3,20121102,20121015,,0,0,6,91_41,,,6__2_A____1_IT_1_6_5536_*__TI_C_1,,,,6__2_A__,6__2_A____1_IT_1,6_5536,6_5536_*,6_5536_,
9979,6,348744,002,2,2,1,5536,*,,30,TI,C,PZA.MANUEL BECERRA-DR.ESQUERRO,28,079,MADRID,A,Calle del Doctor Esquerdo N 3,20121102,20121015,,306.0444,-1,6,91_41,,,6__2_A____2_IT_1_6_5536_*__TI_C_30,,,,6__2_A__,6__2_A____2_IT_1,6_5536,6_5536_*,6_5536_,
9980,6,283741,110,110,1,1,5538,*,,1,TI,C,PLAZA MANUEL BECERRA-FCO.SILVELA,28,079,MADRID,A,Calle de Francisco Silvela N 2,19991221,19861001,,0,0,6,91_41,,,6__110_____1_IT_1_6_5538_*__TI_C_1,,,,6__110___,6__110_____1_IT_1,6_5538,6_5538_*,6_5538_,
9981,6,284273,038,38,1,1,5538,*,,1,TI,C,PLAZA MANUEL BECERRA-FCO.SILVELA,28,079,MADRID,A,Calle de Francisco Silvela N 2,19991221,19980314,,0,0,6,91_41,,,6__38_____1_IT_1_6_5538_*__TI_C_1,,,,6__38___,6__38_____1_IT_1,6_5538,6_5538_*,6_5538_,
9982,6,284274,038,38,2,1,5538,*,,33,TI,C,PLAZA MANUEL BECERRA-FCO.SILVELA,28,079,MADRID,A,Calle de Francisco Silvela N 2,19991221,19980314,,168.6047,12.797,6,91_41,,,6__38_____2_IT_1_6_5538_*__TI_C_33,,,,6__38___,6__38_____2_IT_1,6_5538,6_5538_*,6_5538_,
9983,6,352225,110,110,2,1,5538,*,,27,TI,C,PLAZA MANUEL BECERRA-FCO.SILVELA,28,079,MADRID,A,Calle de Francisco Silvela N 2,20140409,20110720,,168.5953,-1,6,91_41,,,6__110_____2_IT_1_6_5538_*__TI_C_27,,,,6__110___,6__110_____2_IT_1,6_5538,6_5538_*,6_5538_,
9984,6,366403,405,E5,2,1,5538,*,,13,TI,C,PLAZA MANUEL BECERRA-FCO.SILVELA,28,079,MADRID,A,Calle de Francisco Silvela N 2,20210309,20210317,,319.4783,0,6,91_41,,,6__405_____2_IT_1_6_5538_*__TI_C_13,,640502,,6__405___,6__405____640502_2_IT_1,6_5538,6_5538_*,6_5538_,
9985,6,366402,405,E5,1,1,5538,*,,1,TI,C,PLAZA MANUEL BECERRA-FCO.SILVELA,28,079,MADRID,A,Calle de Francisco Silvela N 2,20210309,20210317,,0,,6,91_41,,,6__405_____1_IT_1_6_5538_*__TI_C_1,,640501,,6__405___,6__405____640501_1_IT_1,6_5538,6_5538_*,6_5538_,
9986,6,333029,071,71,1,1,5539,*,,37,TI,I,MINERVA-AV.COMUNIDADES,28,079,MADRID,A,Calle de Minerva SN SN,20040730,20041120,,406.4795,14.08,6,_,,,6__71_____1_IT_1_6_5539_*__TI_I_37,,,,6__71___,6__71_____1_IT_1,6_5539,6_5539_*,6_5539_,
9987,6,332574,071,71,2,1,5540,*,,6,TI,I,MINERVA-AV.COMUNIDADES,28,079,MADRID,A,Calle de Minerva SN SN,20040112,20040126,,237.1692,14.344,6,_,,,6__71_____2_IT_1_6_5540_*__TI_I_6,,,,6__71___,6__71_____2_IT_1,6_5540,6_5540_*,6_5540_,
9988,6,283679,139,139,1,1,5541,*,,6,TI,I,AV. AVIACION-MIRABEL,28,079,MADRID,A,Avda de la Aviación N 16,19991221,19871201,,375.1262,14.472,6,_,,,6__139_____1_IT_1_6_5541_*__TI_I_6,,,,6__139___,6__139_____1_IT_1,6_5541,6_5541_*,6_5541_,
9989,6,364178,039,39,1,1,5541,*,,29,TI,I,AV. AVIACION-MIRABEL,28,079,MADRID,A,Avda de la Aviación N 16,20190911,20190805,,375.1262,0,6,_,,,6__39____-_1_IT_1_6_5541_*__TI_I_29,-,-,,6__39___,6__39____-_1_IT_1,6_5541,6_5541_*,6_5541_,
9990,6,283679,139,139,1,1,5542,*,,21,TI,I,RONDA DON BOSCO-PARAGUAYA,28,079,MADRID,A,Ronda de Don Bosco N 20,19991221,19871201,,182.4061,14.472,6,_,,,6__139_____1_IT_1_6_5542_*__TI_I_21,,,,6__139___,6__139_____1_IT_1,6_5542,6_5542_*,6_5542_,
9991,6,364178,039,39,1,1,5543,*,,30,TI,I,NAVALMORAL DE LA MATA-AV.AVIACION,28,079,MADRID,A,Calle de Navalmoral de la Mata N 2,20190911,20190805,,303.5952,0,6,_,,,6__39____-_1_IT_1_6_5543_*__TI_I_30,-,-,,6__39___,6__39____-_1_IT_1,6_5543,6_5543_*,6_5543_,
9992,6,351603,017,17,1,1,5557,*,,33,TI,I,AV.LAS AGUILAS FTE.Nº 60,28,079,MADRID,A,Avda del General Fanjul N 52,20140204,20140113,,348.2937,11.381,6,_,,,6__17_____1_IT_1_6_5557_*__TI_I_33,,,,6__17___,6__17_____1_IT_1,6_5557,6_5557_*,6_5557_,
9993,6,335788,017,17,2,1,5558,*,,2,TI,I,FUENTE DEL TIRO - FUENTE LIMA,28,079,MADRID,A,Calle de la Fuente del Tiro N 70,20070108,20061222,,221.4556,12.612,6,_,,,6__17_____2_IT_1_6_5558_*__TI_I_2,,,,6__17___,6__17_____2_IT_1,6_5558,6_5558_*,6_5558_,
9994,6,335797,130,130,1,1,5561,*,,12,TI,I,"CTRA DE ACCESO A MERCAMADRID, S/N",28,079,MADRID,A,Avda de Madrid N 2,20070109,20070103,,2097.7617,19.461,6,_,,,6__130_____1_IT_1_6_5561_*__TI_I_12,,,,6__130___,6__130_____1_IT_1,6_5561,6_5561_*,6_5561_,
9995,6,337388,453,T32,1,1,5562,*,,5,TI,I,EMBAJADORES-PQUE.LINEAL MANZANARES,28,079,MADRID,A,Calle de los Embajadores N 324,20071220,20071218,,652.1278,19.37,6,_,,,6__453_____1_IT_1_6_5562_*__TI_I_5,,,,6__453___,6__453_____1_IT_1,6_5562,6_5562_*,6_5562_,
9996,6,337389,453,T32,2,1,5563,*,,9,TI,I,EMBAJADORES-PQUE.LINEAL MANZANARES,28,079,MADRID,A,Calle de los Embajadores N 322,20071220,20071218,,352.2074,18.79,6,_,,,6__453_____2_IT_1_6_5563_*__TI_I_9,,,,6__453___,6__453_____2_IT_1,6_5563,6_5563_*,6_5563_,
9997,6,357943,064,64,1,1,5564,*,,16,TI,I,DR.RAMÓN CASTROVIEJO - JOAQUÍN LORENZO,28,079,MADRID,A,Calle del Doctor Ramón Castroviejo N 61,20070112,20161024,,470.1548,13.463,6,_,,,6__64_____1_IT_1_6_5564_*__TI_I_16,,,,6__64___,6__64_____1_IT_1,6_5564,6_5564_*,6_5564_,
9998,6,366204,520,N20,1,1,5564,*,,28,TI,I,DR.RAMÓN CASTROVIEJO - JOAQUÍN LORENZO,28,079,MADRID,A,Calle del Doctor Ramón Castroviejo N 61,20210108,20210112,,676.8371,19.816,6,_,,,6_N_520_____1_IT_1_6_5564_*__TI_I_28,,,,6_N_520___,6_N_520_____1_IT_1,6_5564,6_5564_*,6_5564_,
9999,6,370491,042,42,1,1,5564,*,,20,TI,I,DR.RAMÓN CASTROVIEJO - JOAQUÍN LORENZO,28,079,MADRID,A,Calle del Doctor Ramón Castroviejo N 61,20231005,20231005,,169.7856,11.901,6,_,,,6__42_____1_IT_1_6_5564_*__TI_I_20,,,,6__42___,6__42_____1_IT_1,6_5564,6_5564_*,6_5564_,
10000,6,357943,064,64,1,1,5565,*,,17,TI,I,JOAQUIN LORENZO - AV. ILUSTRACIÓN,28,079,MADRID,A,Calle de Joaquín Lorenzo N 20,20070112,20161024,,723.813,13.463,6,_,,,6__64_____1_IT_1_6_5565_*__TI_I_17,,,,6__64___,6__64_____1_IT_1,6_5565,6_5565_*,6_5565_,
10001,6,366204,520,N20,1,1,5565,*,,29,TI,I,JOAQUIN LORENZO - AV. ILUSTRACIÓN,28,079,MADRID,A,Calle de Joaquín Lorenzo N 20,20210108,20210112,,723.813,19.816,6,_,,,6_N_520_____1_IT_1_6_5565_*__TI_I_29,,,,6_N_520___,6_N_520_____1_IT_1,6_5565,6_5565_*,6_5565_,
10002,6,370491,042,42,1,1,5565,*,,21,TI,I,JOAQUIN LORENZO - AV. ILUSTRACIÓN,28,079,MADRID,A,Calle de Joaquín Lorenzo N 20,20231005,20231005,,723.813,11.901,6,_,,,6__42_____1_IT_1_6_5565_*__TI_I_21,,,,6__42___,6__42_____1_IT_1,6_5565,6_5565_*,6_5565_,
10003,6,283751,114,114,1,1,5386,*,,29,TI,I,TRESPADERNE,28,079,MADRID,A,Calle de Trespaderne N 18,19991221,19900523,,790.0881,19.25,6,_,,,6__114_____1_IT_1_6_5386_*__TI_I_29,,,,6__114___,6__114_____1_IT_1,6_5386,6_5386_*,6_5386_,
10004,6,359760,112,112,1,1,5386,*,,27,TI,I,TRESPADERNE,28,079,MADRID,A,Calle de Trespaderne N 18,20170620,20170621,,1466.6383,20.728,6,_,,,6__112_____1_IT_1_6_5386_*__TI_I_27,,,,6__112___,6__112_____1_IT_1,6_5386,6_5386_*,6_5386_,
10005,6,335486,041,41,1,1,5503,*,,9,TI,I,"PASEO IMPERIAL, S/N",28,079,MADRID,A,Paseo   Imperial N 27,20061013,20061007,,416.0873,11.564,6,_,,,6__41_____1_IT_1_6_5503_*__TI_I_9,,,,6__41___,6__41_____1_IT_1,6_5503,6_5503_*,6_5503_,
10006,6,335486,041,41,1,1,5504,*,,10,TI,I,PASEO IMPERIAL-RONDA DE SEGOVIA,28,079,MADRID,A,Paseo   Imperial N 2A,20061013,20061007,,284.7869,11.564,6,_,,,6__41_____1_IT_1_6_5504_*__TI_I_10,,,,6__41___,6__41_____1_IT_1,6_5504,6_5504_*,6_5504_,
10007,6,335487,041,41,2,1,5505,*,,14,TI,I,"PASEO IMPERIAL, 33",28,079,MADRID,A,Paseo   Imperial N 27,20061013,20061007,,283.7797,11.521,6,_,,,6__41_____2_IT_1_6_5505_*__TI_I_14,,,,6__41___,6__41_____2_IT_1,6_5505,6_5505_*,6_5505_,
10008,6,335487,041,41,2,1,5506,*,,13,TI,I,PASEO IMPERIAL-RONDA DE SEGOVIA,28,079,MADRID,A,Paseo   Imperial N 2A,20061013,20061007,,331.1662,11.521,6,_,,,6__41_____2_IT_1_6_5506_*__TI_I_13,,,,6__41___,6__41_____2_IT_1,6_5506,6_5506_*,6_5506_,
10009,6,356732,116,116,1,1,5638,*,,12,TI,I,VIA LUSITANA-BRAGANZA,28,079,MADRID,A,Calle  Vía Lusitana N 12,20160328,20160328,,233.9136,14.172,6,_,,,6__116_____1_IT_1_6_5638_*__TI_I_12,,,,6__116___,6__116_____1_IT_1,6_5638,6_5638_*,6_5638_,
10010,6,356733,116,116,2,1,5639,*,,33,TI,I,VIA LUSITANA-BRAGANZA,28,079,MADRID,A,Calle   Vía Lusitana N 1,20160328,20160328,,253.0762,13.084,6,_,,,6__116_____2_IT_1_6_5639_*__TI_I_33,,,,6__116___,6__116_____2_IT_1,6_5639,6_5639_*,6_5639_,
10011,6,356732,116,116,1,1,5640,*,,13,TI,I,VIA LUSITANA-PZA.COIMBRA,28,079,MADRID,A,Calle  Vía Lusitana SN SN,20160328,20160328,,259.4845,13.932,6,_,,,6__116_____1_IT_1_6_5640_*__TI_I_13,,,,6__116___,6__116_____1_IT_1,6_5640,6_5640_*,6_5640_,
10012,6,356733,116,116,2,1,5641,*,,32,TI,I,VIA LUSITANA-PZA.COIMBRA,28,079,MADRID,A,Calle  Vía Lusitana SN SN,20160328,20160328,,231.7366,13.084,6,_,,,6__116_____2_IT_1_6_5641_*__TI_I_32,,,,6__116___,6__116_____2_IT_1,6_5641,6_5641_*,6_5641_,
10013,6,356732,116,116,1,1,5642,*,,14,TI,I,VIA LUSITANA-FARO,28,079,MADRID,A,Calle   Vía Lusitana N 56,20160328,20160328,,230.3055,13.932,6,93_431,,,6__116_____1_IT_1_6_5642_*__TI_I_14,,,,6__116___,6__116_____1_IT_1,6_5642,6_5642_*,6_5642_,
10014,6,363551,401,E1,1,1,5642,*,,6,TI,I,VIA LUSITANA-FARO,28,079,MADRID,A,Calle   Vía Lusitana N 56,20190430,20190507,,723.7036,0,6,93_431,,,6__401____-_1_IT_1_6_5642_*__TI_I_6,-,-,,6__401___,6__401____-_1_IT_1,6_5642,6_5642_*,6_5642_,
10015,6,356733,116,116,2,1,5643,*,,31,TI,I,VIA LUSITANA-FARO,28,079,MADRID,A,Calle   Vía Lusitana SN SN,20160328,20160328,,370.1039,13.084,6,93_431,,,6__116_____2_IT_1_6_5643_*__TI_I_31,,,,6__116___,6__116_____2_IT_1,6_5643,6_5643_*,6_5643_,
10016,6,363552,401,E1,2,1,5643,*,,6,TI,I,VIA LUSITANA-FARO,28,079,MADRID,A,Calle   Vía Lusitana SN SN,20190430,20190507,,831.17,0,6,93_431,,,6__401____-_2_IT_1_6_5643_*__TI_I_6,-,-,,6__401___,6__401____-_2_IT_1,6_5643,6_5643_*,6_5643_,
10017,6,356732,116,116,1,1,5644,*,,15,TI,I,VIA LUSITANA-CARRERO JUAN RAMON,28,079,MADRID,A,Calle  Vía Lusitana SN SN,20160328,20160328,,371.0829,13.932,6,_,,,6__116_____1_IT_1_6_5644_*__TI_I_15,,,,6__116___,6__116_____1_IT_1,6_5644,6_5644_*,6_5644_,
