codigo_parada,longitud,latitud
571,-3.75314141976811,40.3855841575206
572,-3.75793364012027,40.384462793597
573,-3.7580146938739,40.3843361360528
574,-3.7593472652425,40.3854985848892
575,-3.76102119047272,40.3863659804632
578,-3.7652534210864,40.3837209547469
579,-3.76444259295593,40.3839064916066
580,-3.76779769509044,40.381595990358
581,-3.76750529617302,40.3815889196226
582,-3.77081945259137,40.378999320287
583,-3.77027942724449,40.3791650770289
584,-3.77462852109567,40.37963156521
585,-3.77419643844276,40.378837151665
586,-3.7755404903293,40.38182367464
587,-3.77541152643337,40.3818785927096
588,-3.74767345399338,40.384574537182
589,-3.74599448371702,40.3851349185049
590,-3.74426773871727,40.3877496512161
591,-3.76403171643143,40.3837110036699
592,-3.72511079566039,40.4054388587096
593,-3.71172755977872,40.4059002661373
594,-3.71214396939357,40.4061679777909
596,-3.71877332190786,40.4257982517494
598,-3.7631554709857302,40.3815546040844
599,-3.7142731115914,40.4215242894859
601,-3.71633756927963,40.4205565793431
603,-3.718742148103,40.420541678841
604,-3.71909221944032,40.4202061712723
605,-3.72035707097615,40.4194325418675
606,-3.72080580777646,40.4167765892418
607,-3.72002099909634,40.4194211185583
608,-3.72101894601607,40.4145860664524
609,-3.72070581420659,40.4145474751124
611,-3.76499666552806,40.3784928831742
614,-3.72406886047784,40.4082922377987
615,-3.72384398205145,40.4082035532337
616,-3.72472701962397,40.4059187408553
617,-3.72444920372129,40.4063889498081
618,-3.73561914159117,40.3985527274286
619,-3.74015165789571,40.3981544746204
620,-3.7419884859228,40.3969445149888
621,-3.74426992274654,40.3954523884706
622,-3.7440912020903,40.3952733558059
623,-3.74775959083793,40.3956100880992
624,-3.74760437624126,40.3954264045778
625,-3.75129883543353,40.3960196142237
626,-3.75127604798621,40.3958575990449
627,-3.76585996521473,40.3727619046755
628,-3.76599494367184,40.3694952168349
629,-3.75578210785889,40.3923552845161
630,-3.75564187710853,40.392360704212
631,-3.75801514845638,40.3925343832363
632,-3.75772339982696,40.3923921477178
633,-3.76108224549821,40.3931088629114
634,-3.7609384286944,40.3928935906847
635,-3.76449660452958,40.3959962956909
636,-3.76451833888461,40.3958339892483
637,-3.76387587955166,40.3657118795347
638,-3.7655345381744,40.3971245787078
639,-3.74236937961438,40.3940681834884
640,-3.76248952160148,40.3634372082334
641,-3.79793555395916,40.3772795962645
642,-3.7943314885396,40.3805431358366
643,-3.79158846166978,40.3826295007964
644,-3.78684869253214,40.3812023373964
645,-3.78672861708211,40.3814193708867
646,-3.78381055366781,40.3779481450629
647,-3.78373328256405,40.3781423631451
649,-3.75466299877891,40.3625380102956
650,-3.77635035985708,40.3748136916937
651,-3.77577948289821,40.3748850856212
652,-3.77292607250497,40.3752645291805
653,-3.77308800199883,40.375389575403
654,-3.77147714414224,40.3829589326589
655,-3.77225775305929,40.3829672430147
656,-3.76807555914606,40.3836977659011
657,-3.7681328240068,40.3838775674547
658,-3.76087129627859,40.3848219100316
659,-3.76116761130187,40.3854055522669
660,-3.75779828338099,40.3818420388191
661,-3.75805554981458,40.382723244432
662,-3.75591037454563,40.3784129091276
663,-3.75565222592923,40.3785046846881
664,-3.75305313257108,40.3752918577064
665,-3.75571240466114,40.3745267808871
666,-3.75743167983573,40.3727948129722
667,-3.75070816560247,40.3767530406441
668,-3.79030421125484,40.3803499705261
669,-3.79458090172451,40.3783296985825
670,-3.68841291004979,40.4253926354518
671,-3.68868862609024,40.4257333392431
672,-3.68446227473864,40.4251457825016
673,-3.6849960204566,40.4254669517124
674,-3.68131323424983,40.4250021895555
675,-3.68045524604706,40.4252594871305
676,-3.67694941048965,40.4248025549159
678,-3.67453709256252,40.425240055686196
679,-3.67498638782386,40.42537257336
680,-3.6727298807839,40.4260703901957
681,-3.67313220443777,40.4262212059774
682,-3.66979673820595,40.4274928011542
683,-3.66994105515358,40.427780255455595
684,-3.6678174695903,40.4288195505694
685,-3.66645264083303,40.4290976839144
686,-3.66472810185446,40.4299634534841
687,-3.76231151986171,40.3640059534779
688,-3.66365892560011,40.433942567215
689,-3.6639805956968,40.4355578432335
690,-3.66342977397509,40.4381510937496
691,-3.66317354905329,40.4388507603202
692,-3.66285026225791,40.440528288429
693,-3.66308791906098,40.4406395405381
694,-3.65625490983384,40.4409577440849
695,-3.65632046555926,40.4411060213482
696,-3.65431632422389,40.4420633091367
697,-3.65410754259768,40.44356448956869
698,-3.65384095284175,40.4429759046345
699,-3.6548418419803,40.4447315112565
700,-3.65489919972946,40.4444519075282
701,-3.65690235189112,40.4482783994332
702,-3.65670511435487,40.4475497886367
703,-3.65774055658036,40.4495844516143
704,-3.65799068732573,40.449763210656
705,-3.65950048266683,40.4512275935643
706,-3.65977118604573,40.451171997504
707,-3.66043307749622,40.4537357888486
708,-3.66072332483904,40.4532656652523
709,-3.66152379755609,40.4410629008946
710,-3.6649483260696,40.4355748131525
711,-3.66466428060086,40.4335539177856
712,-3.66427665048953,40.4308128928079
715,-3.67554761839799,40.4426125692938
716,-3.67581845367846,40.4425749529
717,-3.67363149950633,40.4396958031539
718,-3.6737781993913,40.4396634181182
719,-3.76342835986876,40.3659130306079
720,-3.76578837618672,40.3697173057137
721,-3.67095529120928,40.4373239510092
722,-3.67110766965759,40.4372329778383
723,-3.70429255297588,40.4201710049336
724,-3.70108154783931,40.4200013000184
725,-3.67098579805913,40.4320805231887
726,-3.67045769253278,40.4311376340219
727,-3.67088111068427,40.4296982417158
728,-3.67116090797953,40.4298632875238
729,-3.67596319999836,40.4299254459472
730,-3.67594196305248,40.4301598046404
731,-3.68061037736158,40.4301324609252
732,-3.68065528231406,40.4303844497326
733,-3.68608600499483,40.4306496993319
734,-3.71441991219973,40.428343215191305
735,-3.71607373122696,40.4301528207731
736,-3.71577398713348,40.4302717913121
737,-3.71755743564742,40.4322066996085
738,-3.71718075491725,40.432263087459106
740,-3.71931897956498,40.43460117499
741,-3.71212873647811,40.4247041703589
742,-3.71396964674817,40.4212874217136
743,-3.71762765188811,40.4386837404926
745,-3.67636141709255,40.4449861965628
751,-3.68083345910089,40.42246446295079
753,-3.67758729834182,40.4239024252448
754,-3.67669978989716,40.4245968059763
755,-3.67613324744924,40.4245280428012
756,-3.66337882513522,40.4306288496162
757,-3.66318318129544,40.4311164578004
758,-3.65705267972478,40.4318946469584
759,-3.65719143707254,40.4320695357297
760,-3.6554049610871,40.432647228619295
761,-3.65556298842466,40.43260579355341
762,-3.65572493686255,40.4340328078072
763,-3.65590310543296,40.4340543214311
764,-3.65296289013524,40.434931298523594
765,-3.65274175293338,40.4352298430291
766,-3.64982727315334,40.4364939834092
767,-3.65004255033857,40.436542324902206
768,-3.64681327987753,40.437920768502494
769,-3.64417624776672,40.440174208791404
770,-3.64429566482571,40.4402546256877
771,-3.64169781767859,40.4412195010275
773,-3.63930965917536,40.4432462248678
774,-3.7649247909108,40.3783221854512
778,-3.67965350171125,40.423268693838594
779,-3.66179380474838,40.4252775419793
780,-3.66419315961379,40.4259124570712
781,-3.6671016779919,40.4267696162342
782,-3.66965185568517,40.4295296803369
784,-3.67230031847238,40.4326674948981
785,-3.67454343549195,40.4350373371466
786,-3.67396863858026,40.4339641058081
787,-3.67523370550966,40.4351639450454
788,-3.67630226963051,40.4367162695859
789,-3.67723666309408,40.4370081062393
792,-3.68242170743303,40.4378875761838
793,-3.68246586788151,40.4375900184512
794,-3.6902456349107,40.4385258872939
795,-3.69111507597258,40.440529710236
796,-3.69557937262783,40.441903878446
797,-3.69775734626288,40.4420304136409
798,-3.70136761901157,40.442224817059
799,-3.70463390601691,40.4422230034943
800,-3.70875808262643,40.4408194541698
801,-3.71257501180473,40.4393680994748
802,-3.76281191673016,40.3813856952269
803,-3.71672978416053,40.4397703822539
805,-3.71252292421062,40.4389359878893
806,-3.70879559596136,40.4387741808254
807,-3.70371188570495,40.4386069914841
808,-3.70065659921342,40.4384723668506
809,-3.69587910386619,40.438266943286
810,-3.69187578612889,40.4380612033338
811,-3.67165337447661,40.431261336298
812,-3.66261135279352,40.4293089156023
813,-3.6620751855599,40.427528193191
814,-3.67841413988759,40.4168660269089
815,-3.67809369873284,40.4168318673982
816,-3.67755284567656,40.4144296165975
817,-3.67733404781529,40.414944412377
818,-3.67565231986743,40.4111569193339
819,-3.67520109794632,40.411191082516
820,-3.67129899508809,40.4113669196773
821,-3.67071203300481,40.4116045558416
822,-3.66891704360957,40.4112545745219
823,-3.66854310629016,40.4115810597417
824,-3.66548555754854,40.4110851520649
825,-3.66544089505043,40.411337662369
826,-3.66015440734717,40.4107012442516
827,-3.65891911432318,40.4109335050283
