linea,stopNum,longitude,latitude,distance
521,5207,-3.72216252599883,40.4855472044893,12244
521,5223,-3.7175119206491,40.4856662150492,12639
085,5708,-3.690008710004511,40.4067073865001,0
085,1167,-3.693518532408731,40.4076008412086,763
085,1926,-3.69711470740734,40.4037098590506,1298
085,1927,-3.69900742538672,40.4016173569624,1581
085,1928,-3.699074904581321,40.4003061305682,1755
085,1168,-3.69704968491536,40.397394894332095,2122
085,1188,-3.69538739986836,40.3950264913521,2419
085,1170,-3.69516724743368,40.3919467080686,2810
085,5718,-3.69938659789379,40.387556405234,3484
085,5719,-3.69825951140296,40.3837658743102,3914
085,5720,-3.69765099208962,40.381913667811006,4126
085,1132,-3.69589347665454,40.3766178803632,4731
085,5378,-3.69543050598763,40.375125149368394,4917
085,1135,-3.69472311829896,40.3704716840409,5436
085,1137,-3.69453310948305,40.3680223438751,5709
085,1172,-3.69366944300766,40.3606355327974,6532
085,4662,-3.69347270573914,40.3587808296898,6739
085,1174,-3.6932907345757,40.3559575551146,7053
085,4664,-3.69322298954596,40.3527867434288,7405
085,1440,-3.69122086907092,40.3517221141166,7832
085,1442,-3.6890022965581,40.3517308256458,8020
085,1444,-3.68676256270121,40.351757638327,8212
085,1446,-3.68540681612854,40.3524818943704,8372
085,5085,-3.68530129479511,40.3538023581935,8568
085,4980,-3.68329839574387,40.3530529162778,8861
085,4981,-3.68162875029415,40.3534186132136,9045
085,5856,-3.67947662318741,40.3532330544287,9302
085,4982,-3.67818537723628,40.3516595151451,9516
085,3203,-3.67765357224855,40.3476400408602,10247
085,5072,-3.67719684815285,40.3458273664171,10453
085,3205,-3.67648141637283,40.3437504301525,10690
085,5074,-3.67539746313175,40.3413152708735,10976
085,4312,-3.67495094272484,40.339925956759195,11191
085,4739,-3.67728774304668,40.33808796363999,11476
085,4314,-3.67896676125268,40.3396502363027,11774
123,1425,-3.69519108429706,40.3908970069628,0
123,930,-3.69822778422361,40.3870814107383,795
123,932,-3.69611628162846,40.3845445480004,1149
123,934,-3.69573599917446,40.3815017589352,1488
123,936,-3.6949538363287,40.380191126165,1804
123,3192,-3.69264437041591,40.3802950506002,2000
123,5124,-3.69105185722989,40.3789351792975,2320
123,937,-3.69183707299902,40.3773809262124,2519
123,939,-3.69259261537993,40.374907915943,2808
123,941,-3.69244325150098,40.3727556317014,3047
123,943,-3.69230245606924,40.3710447418501,3237
123,2839,-3.6920200108105,40.3684022539668,3533
123,4113,-3.69241057227213,40.3658097980178,3844
123,3193,-3.68996141532652,40.3619054418799,4336
123,3195,-3.68992226978786,40.3605543055351,4495
123,3197,-3.6889399145491,40.358920489836,4762
123,4871,-3.68594125291525,40.3592220721044,5026
123,3198,-3.68534143809962,40.3582841675434,5193
123,4833,-3.68689756725982,40.3561487947005,5492
123,1796,-3.68889479195864,40.3544792535185,5743
123,1794,-3.69136192394175,40.3527438101797,6046
123,1440,-3.69122086907092,40.3517221141166,6322
123,1442,-3.6890022965581,40.3517308256458,6510
123,1444,-3.68676256270121,40.351757638327,6702
123,1446,-3.68540681612854,40.3524818943704,6862
123,5085,-3.68530129479511,40.3538023581935,7057
123,4980,-3.68329839574387,40.3530529162778,7351
123,4981,-3.68162875029415,40.3534186132136,7535
123,5856,-3.67947662318741,40.3532330544287,7792
123,4982,-3.67818537723628,40.3516595151451,8006
123,3203,-3.67765357224855,40.3476400408602,8737
123,5072,-3.67719684815285,40.3458273664171,8943
123,3205,-3.67648141637283,40.3437504301525,9180
123,5074,-3.67539746313175,40.3413152708735,9466
123,4312,-3.67495094272484,40.3399259567592,9681
123,4739,-3.67728774304668,40.33808796364,9965
123,4314,-3.67896676125268,40.3396502363027,10264
018,912,-3.70636099901751,40.4135773029372,0
018,545,-3.7083694204266,40.4115965583065,399
018,547,-3.71050421569425,40.4088942791093,760
018,2589,-3.71142752402291,40.4075237393183,931
018,594,-3.71214396939357,40.4061679777909,1113
018,914,-3.71323990890739,40.4040260870205,1370
018,5507,-3.71417343050675,40.4020293319262,1606
018,1117,-3.71415360382048,40.4005339501178,1819
018,4518,-3.71108368011299,40.3995798618531,2110
018,1118,-3.70885602339176,40.3984133308373,2339
018,4484,-3.70462315696119,40.3970517652035,2729
018,1120,-3.70252885745852,40.3962266445526,2939
018,1122,-3.69832805468854,40.393378155015,3421
018,1124,-3.69598959551691,40.3917075332085,3694
018,5718,-3.69938659789379,40.387556405234,4342
018,5719,-3.69825951140296,40.3837658743102,4771
018,5720,-3.69765099208962,40.381913667811,4983
018,1132,-3.69589347665454,40.3766178803632,5589
018,5378,-3.69543050598763,40.3751251493684,5775
018,1135,-3.69472311829896,40.3704716840409,6293
018,1137,-3.69453310948305,40.3680223438751,6567
018,1139,-3.69550574556457,40.3606470450483,7454
018,1141,-3.6962226358415,40.3586337025267,7693
018,1143,-3.69673045460513,40.3565495395272,8013
018,1144,-3.69798581097473,40.3549788973466,8225
018,1145,-3.69885469216532,40.3530502078141,8450
018,1189,-3.69890835456021,40.3514012112656,8639
018,1787,-3.69767885159912,40.3500392326342,8947
018,1789,-3.6943338372818,40.3511899770869,9259
018,3880,-3.69258316077352,40.3507094581845,9512
086,5707,-3.69014267639992,40.4064453255152,0
086,4839,-3.69585535979974,40.4045507708958,1191
086,1976,-3.69603437321749,40.4029415774866,1370
086,1186,-3.69630507058534,40.4006156113764,1629
086,1187,-3.69662472078286,40.3975731281401,1968
086,1188,-3.69538739986836,40.3950264913521,2287
086,1170,-3.69516724743368,40.3919467080686,2678
086,5718,-3.69938659789379,40.387556405234,3352
086,5719,-3.69825951140296,40.3837658743102,3781
086,5720,-3.69765099208962,40.381913667811006,3993
086,1132,-3.69589347665454,40.3766178803632,4599
086,5378,-3.69543050598763,40.375125149368394,4785
086,1135,-3.69472311829896,40.3704716840409,5303
086,1137,-3.69453310948305,40.3680223438751,5577
086,1139,-3.69550574556457,40.3606470450483,6464
086,1141,-3.6962226358415,40.3586337025267,6702
086,1143,-3.69673045460513,40.3565495395272,7022
086,1144,-3.69798581097473,40.3549788973466,7235
086,1145,-3.69885469216532,40.3530502078141,7460
086,1189,-3.69890835456021,40.3514012112656,7649
086,1191,-3.7010816894456,40.349865533685296,8052
086,1193,-3.70590190276256,40.350142572637,8474
086,1195,-3.70664769715303,40.3471289715274,8832
086,1196,-3.70875154649471,40.3467557531621,9028
116,3126,-3.702816042828,40.4045943240898,0
116,324,-3.707111325015,40.4039915975804,504
116,326,-3.71004917478682,40.4031898339482,769
116,4669,-3.71146693388512,40.4024784259377,909
116,327,-3.71330710556673,40.4013860189182,1107
116,3127,-3.71554682033629,40.3970568604556,1978
116,3129,-3.71556112890959,40.3950657679545,2212
116,3131,-3.71550786587413,40.3917327402504,2588
116,5079,-3.71619961633669,40.3897014222729,2821
116,3135,-3.71741079071491,40.3861353392514,3230
116,3929,-3.71858053081489,40.3849569066079,3419
116,3986,-3.72102517419117,40.3837750364919,3664
116,3988,-3.72360365111351,40.3824120967886,3929
116,3990,-3.72536099152469,40.3810452361295,4142
116,3992,-3.72844044108032,40.3784943542694,4527
116,3994,-3.7320054477318,40.3755213990273,4975
116,3181,-3.73269741926621,40.3735710587387,5406
116,3180,-3.72655769731766,40.3733394642552,5928
116,3178,-3.72220199864019,40.3736009426961,6299
116,3139,-3.71848098733784,40.3738357988758,6617
116,3141,-3.71585670210281,40.3738385345524,6840
116,1963,-3.71329605376851,40.373557031989,7064
116,1957,-3.71248059192215,40.3721836579804,7278
116,2824,-3.71198808406445,40.3699434186195,7551
116,4624,-3.71063808071622,40.3694336852742,7725
116,2828,-3.70553398809997,40.3694243463876,8197
116,2830,-3.70360360641789,40.3692378878687,8405
116,2832,-3.70391085663115,40.3679161858702,8554
116,2838,-3.70189646050893,40.3670410117659,8782
116,5287,-3.70127026145028,40.368134907643,8924
116,4880,-3.69826304657452,40.3687837127303,9350
116,2836,-3.69778681805622,40.3671469232,9573
116,2797,-3.69731245858633,40.3668344605901,9691
116,2799,-3.69832532441918,40.3654679817756,9866
116,2803,-3.70027974702395,40.3625777682782,10227
116,3596,-3.70012767486516,40.3619300304974,10319
116,3144,-3.69790906614962,40.3610380012847,10550
116,3597,-3.69741915698588,40.3588877698893,10804
116,3598,-3.6972111875297,40.3569880947715,11016
116,1144,-3.69798581097473,40.3549788973466,11256
116,1145,-3.69885469216532,40.3530502078141,11481
116,1189,-3.69890835456021,40.3514012112656,11670
116,1787,-3.69767885159912,40.3500392326342,11978
116,1789,-3.6943338372818,40.3511899770869,12291
116,3880,-3.69258316077352,40.3507094581845,12544
514,76,-3.69424254322182,40.4178262788003,0
514,77,-3.69465726037455,40.4151300878641,297
514,79,-3.69342851614841,40.4123671696686,623
514,81,-3.69262709547135,40.4099260079139,903
514,1167,-3.69351853240873,40.4076008412086,1203
514,1926,-3.69711470740734,40.4037098590506,1738
514,1927,-3.69900742538672,40.4016173569624,2021
514,1931,-3.69811835998909,40.3978614337198,2498
514,1933,-3.69843608382971,40.3958549994715,2722
514,1122,-3.69832805468854,40.393378155015,3006
514,1124,-3.69598959551691,40.3917075332085,3279
514,5718,-3.69938659789379,40.387556405234,3927
514,5719,-3.69825951140296,40.3837658743102,4357
514,5720,-3.69765099208962,40.381913667811,4569
514,1132,-3.69589347665454,40.3766178803632,5174
514,1135,-3.69472311829896,40.3704716840409,5879
514,1137,-3.69453310948305,40.3680223438751,6152
514,1139,-3.69550574556457,40.3606470450483,7039
514,1143,-3.69673045460513,40.3565495395272,7598
514,1145,-3.69885469216532,40.3530502078141,8035
514,1189,-3.69890835456021,40.3514012112656,8224
514,1191,-3.7010816894456,40.3498655336853,8627
514,1193,-3.70590190276256,40.350142572637,9049
514,1195,-3.70664769715303,40.3471289715274,9407
514,1196,-3.70875154649471,40.3467557531621,9603
514,2179,-3.7111258964428,40.3463538088944,9810
514,2181,-3.71358855731178,40.3442755705293,10138
514,2857,-3.71424506044556,40.3428841156499,10302
514,3901,-3.7125995354392,40.3420383800729,10511
514,2852,-3.7074498128132,40.3422185937323,10908
514,2848,-3.69903399689641,40.3360263317436,12501
160,11980,-3.71908393497868,40.4342918242094,0
160,1330,-3.72526508088199,40.439244257930696,981
160,2418,-3.7272911250565,40.4398081243988,1231
160,2416,-3.731467031580161,40.4387818180985,1603
160,2414,-3.73160618698303,40.4361142749948,1966
160,3424,-3.7340456297353,40.434508745490696,2359
160,3425,-3.74148198451287,40.43783072436769,3171
160,3427,-3.7622707712593,40.449420897698005,5366
160,3668,-3.76386296127663,40.451617599543,5650
160,3429,-3.76898238827801,40.451651271024,6451
160,3431,-3.77253180959173,40.4516186281034,6752
160,3433,-3.7761169176765,40.4526396854087,7087
160,3600,-3.77862842370755,40.4526273229744,7299
160,5599,-3.78244131688052,40.4521736861496,7681
160,3435,-3.78236255482583,40.4497958526174,7944
160,4577,-3.78364847085443,40.4492015713682,8164
