linea,stopNum,latitude,longitude,distance
132,1646,-3.71340258091649,40.4630341090878,5392
132,1644,-3.71249605022178,40.4598415080202,5790
132,1578,-3.71217679342942,40.4575281663558,6097
132,1675,-3.71251853663408,40.4563819237095,6298
132,51018,-3.71540827174776,40.4541343809194,6671
132,3284,-3.71691174770412,40.45293139077,6854
132,3282,-3.71978626324952,40.4511162632207,7177
132,3280,-3.721403411452,40.4489755731852,7449
132,3292,-3.72417123249219,40.448097935304105,7721
132,3274,-3.72587374880962,40.4486413259498,7913
132,1692,-3.72802937582914,40.4477629279535,8211
132,1690,-3.727639192340261,40.445477098338095,8467
132,1688,-3.72732181851049,40.4433799978985,8701
132,1685,-3.72683145231116,40.4405452442946,9019
132,1331,-3.72461232512245,40.4381267246237,9383
132,4514,-3.71793052606063,40.4384746558032,10203
132,4022,-3.71842134613126,40.43584098211571,10498
132,3047,-3.71793700099267,40.4339836262997,10709
132,1329,-3.71774956127068,40.433264067606004,10831
127,1665,-3.70675559822205,40.4837864593392,0
127,3421,-3.70810990666941,40.481818738871596,432
127,1615,-3.70926968788283,40.4829602780153,647
127,1617,-3.71179496103609,40.482431268131805,870
127,1360,-3.71432682724388,40.4817625238695,1096
127,1619,-3.71647899681664,40.4806186012422,1327
127,1621,-3.71950819580347,40.4792304534986,1627
127,1623,-3.7217735361734,40.4781352777808,1855
127,1664,-3.72175097788639,40.4755768789098,2163
127,1513,-3.72086623510354,40.474064384635795,2370
127,1515,-3.72044334836971,40.472576036451194,2539
127,1658,-3.71975402684297,40.4702650240694,2830
127,1656,-3.71951169333926,40.4681764531099,3087
127,1654,-3.71933116348155,40.4657631742989,3367
127,4643,-3.71953462556001,40.465104255754,3451
127,1652,-3.72022719649202,40.4632666252365,3662
127,1650,-3.71816010194412,40.4627164067628,3897
127,1648,-3.71534738611052,40.4632473322869,4145
127,1646,-3.71340258091649,40.4630341090878,4329
127,1644,-3.71249605022178,40.4598415080202,4728
127,1578,-3.71217679342942,40.4575281663558,5035
127,1675,-3.71251853663408,40.4563819237095,5236
127,1673,-3.71242893823518,40.4533374402774,5589
127,1671,-3.70990459879695,40.4523079044439,5865
127,1669,-3.7095915239398,40.4505710896087,6086
127,1667,-3.70872908365386,40.4488781780176,6289
127,5098,-3.7083785681399,40.44788933423229,6432
127,1417,-3.70704728424501,40.4469560321526,6752
127,4284,-3.70457692165912,40.4468314523044,6961
127,2481,-3.7050744389844,40.447080675456,7197
521,5223,-3.7175119206491,40.4856662150492,0
521,1596,-3.71493929441685,40.48340287342239,394
521,1358,-3.71698354273009,40.4817100630464,730
521,1619,-3.71647899681664,40.4806186012422,891
521,1621,-3.71950819580347,40.4792304534986,1191
521,1623,-3.7217735361734,40.4781352777808,1419
521,1513,-3.72086623510354,40.474064384635795,1934
521,1515,-3.72044334836971,40.472576036451194,2103
521,1658,-3.71975402684297,40.4702650240694,2394
521,1656,-3.71951169333926,40.4681764531099,2651
521,1654,-3.71933116348155,40.4657631742989,2931
521,1650,-3.71816010194412,40.4627164067628,3462
521,1648,-3.71534738611052,40.4632473322869,3709
521,1646,-3.71340258091649,40.4630341090878,3893
521,1644,-3.71249605022178,40.4598415080202,4292
521,1578,-3.71217679342942,40.4575281663558,4599
521,1675,-3.71251853663408,40.4563819237095,4800
521,1673,-3.71242893823518,40.4533374402774,5153
521,1671,-3.70990459879695,40.4523079044439,5429
521,1667,-3.70872908365386,40.4488781780176,5853
521,2395,-3.71064388590244,40.4463484280195,6440
521,2393,-3.71319775009676,40.442512910717,6972
521,2389,-3.71703843948404,40.4399666691623,7404
521,4022,-3.71842134613126,40.43584098211571,7916
521,3687,-3.7180849386363,40.434140366558196,8106
521,737,-3.71755743564742,40.4322066996085,8379
521,735,-3.71607373122696,40.4301528207731,8640
521,173,-3.71313036134631,40.4260628731286,9162
521,741,-3.71212873647811,40.4247041703589,9335
521,171,-3.71051696529709,40.4230519060504,9560
521,169,-3.70745560004835,40.421142717488394,9896
521,723,-3.70429255297588,40.4201710049336,10189
521,724,-3.70108154783931,40.4200013000184,10463
521,5138,-3.69935321863076,40.419615353190906,10619
521,3729,-3.69340327866831,40.4191060863796,11169
085,4314,-3.67896676125268,40.3396502363027,0
085,4313,-3.67588699407003,40.3403349216984,396
085,5073,-3.67486855372985,40.34140844452939,639
085,3255,-3.67586917481717,40.3437540033106,912
085,4984,-3.67676686360122,40.3463974558258,1218
085,3257,-3.67725573568092,40.348187421001505,1420
085,3753,-3.67717260404652,40.350696955767,1991
085,4983,-3.67833569048595,40.3525595498923,2220
085,3752,-3.679821341680841,40.3539202316987,2417
085,1449,-3.681661147449991,40.3541887043995,2620
085,5086,-3.68539185007577,40.3539504733342,2946
085,1450,-3.685950813763,40.3521633545399,3202
085,1445,-3.68725513475584,40.35188534989,3352
085,1443,-3.68984891329244,40.3518248879398,3572
085,1441,-3.69110536826626,40.3518354175108,3679
085,4665,-3.69287800522716,40.352446459888,3901
085,1175,-3.69290498168755,40.3562391463222,4322
085,4663,-3.693067748274511,40.3583373011086,4555
085,1173,-3.69335243905617,40.3608401360345,4834
085,1138,-3.69402895924957,40.3682505935261,5661
085,1136,-3.69426278649922,40.370307775372304,5887
085,1134,-3.69459968859494,40.3735490359636,6250
085,5379,-3.694573942098661,40.375454616708,6464
085,5380,-3.6956006562685,40.376853875937,6692
085,5702,-3.6973110795695,40.38215445573201,7300
085,5703,-3.6977283913683,40.384102411427094,7519
085,5704,-3.6989523541178,40.3876851538038,7930
085,3858,-3.69474770841537,40.392399679469,8645
085,1182,-3.69446035003767,40.3954014258801,8979
085,5036,-3.69414349044609,40.3978267663163,9249
085,1183,-3.69387517295797,40.400319382129,9527
085,1184,-3.69353438237885,40.4027854031244,9802
085,5360,-3.69316216028816,40.4068597274534,10255
085,5708,-3.690008710004511,40.4067073865001,10994
123,4314,-3.67896676125268,40.3396502363027,0
123,4313,-3.67588699407003,40.3403349216984,396
123,5073,-3.67486855372985,40.3414084445294,639
123,3255,-3.67586917481717,40.3437540033106,912
123,4984,-3.67676686360122,40.3463974558258,1218
123,3257,-3.67725573568092,40.3481874210015,1420
123,3753,-3.67717260404652,40.350696955767,1991
123,4983,-3.67833569048595,40.3525595498923,2220
123,3752,-3.67982134168084,40.3539202316987,2417
123,1449,-3.68166114744999,40.3541887043995,2620
123,5086,-3.68539185007577,40.3539504733342,2946
123,1450,-3.685950813763,40.3521633545399,3202
123,1445,-3.68725513475584,40.35188534989,3352
123,1443,-3.68984891329244,40.3518248879398,3572
123,1441,-3.69110536826626,40.3518354175108,3679
123,1793,-3.69123138447347,40.3526454885805,3902
123,1795,-3.68855338780652,40.3544902923465,4208
123,4834,-3.68686073360183,40.3560003623043,4428
123,3199,-3.68593337961426,40.3578617392912,4775
123,5371,-3.68841031610222,40.3577974963601,4985
123,3200,-3.68942573314902,40.3580527226929,5125
123,3196,-3.68957960127979,40.3603716586626,5410
123,3194,-3.68970801072977,40.3622853343017,5627
123,4114,-3.69226321316393,40.3659413110168,6088
123,945,-3.69153922741454,40.3681078242992,6387
123,944,-3.69211744819208,40.3715999079195,6787
123,942,-3.6922210171021,40.3727659690954,6917
123,940,-3.6923982569798,40.3746568228682,7127
123,938,-3.69174877247995,40.3772057760407,7431
123,5125,-3.69088822380915,40.379062282862,7678
123,946,-3.69372589648266,40.3823696797206,8150
123,935,-3.69549814153541,40.3816067920422,8477
123,933,-3.69579879805612,40.384605014766,8810
123,931,-3.69828101933867,40.3874594714659,9196
123,1425,-3.69519108429706,40.3908970069628,9773
018,3880,-3.69258316077352,40.3507094581845,0
018,1790,-3.69460857662631,40.3512468895336,560
018,1788,-3.6978615510031,40.3500921870603,864
018,1190,-3.69863372121108,40.3510334929895,1066
018,3878,-3.69653518438742,40.3526948027147,1440
018,1147,-3.69512677059448,40.3535501216558,1638
018,1148,-3.6954137290175,40.3561970859915,1933
018,1142,-3.69585569611721,40.358023286287,2163
018,1140,-3.69538529828869,40.3603865033999,2461
018,4728,-3.69346672912085,40.3620106386202,2758
018,1138,-3.69402895924957,40.3682505935261,3455
018,1136,-3.69426278649922,40.3703077753723,3682
018,1134,-3.69459968859494,40.3735490359636,4045
018,5379,-3.69457394209866,40.375454616708,4259
018,5380,-3.6956006562685,40.376853875937,4487
018,5702,-3.6973110795695,40.382154455732,5094
018,5703,-3.6977283913683,40.3841024114271,5314
018,5704,-3.6989523541178,40.3876851538038,5725
018,1125,-3.69598151660035,40.3920679449905,6441
018,1123,-3.69785702844876,40.3933359487267,6654
018,1121,-3.70231956763893,40.3964981860688,7183
018,4485,-3.70464916073792,40.3972858428111,7397
018,1119,-3.70866689297287,40.3986036787136,7779
018,4519,-3.71083859108995,40.3998065930752,8006
018,947,-3.71315803541376,40.4007292755296,8228
018,917,-3.71382125666355,40.4016351045896,8403
018,4481,-3.71305251632722,40.4030182265562,8570
018,915,-3.71251453852956,40.4043548782974,8725
018,593,-3.71172755977872,40.4059002661373,8909
018,4780,-3.71113293266234,40.4076336573501,9130
018,548,-3.70972774071859,40.4096242690145,9384
018,546,-3.70793617996001,40.4118694790403,9690
018,912,-3.70636099901751,40.4135773029372,10010
086,1196,-3.70875154649471,40.3467557531621,0
086,1198,-3.70644945507121,40.346184220167096,322
086,1194,-3.70538127673216,40.3499024971072,784
086,1192,-3.69987799450372,40.3495439782617,1276
086,1190,-3.69863372121108,40.3510334929895,1559
086,3878,-3.69653518438742,40.3526948027147,1934
086,1147,-3.69512677059448,40.3535501216558,2132
086,1148,-3.6954137290175,40.3561970859915,2427
086,1142,-3.69585569611721,40.358023286287,2656
086,1140,-3.69538529828869,40.3603865033999,2954
086,4728,-3.69346672912085,40.3620106386202,3251
086,1138,-3.69402895924957,40.3682505935261,3949
086,1136,-3.69426278649922,40.370307775372304,4176
086,1134,-3.69459968859494,40.3735490359636,4538
086,5379,-3.694573942098661,40.375454616708,4752
086,5380,-3.6956006562685,40.376853875937,4980
086,5702,-3.6973110795695,40.38215445573201,5588
086,5703,-3.6977283913683,40.384102411427094,5807
086,5704,-3.6989523541178,40.3876851538038,6218
086,3858,-3.69474770841537,40.392399679469,6933
086,1182,-3.69446035003767,40.3954014258801,7267
086,5036,-3.69414349044609,40.3978267663163,7537
086,1183,-3.69387517295797,40.400319382129,7815
086,1184,-3.69353438237885,40.4027854031244,8090
086,5360,-3.69316216028816,40.4068597274534,8544
086,5707,-3.69014267639992,40.4064453255152,9248
116,3880,-3.69258316077352,40.3507094581845,0
116,1790,-3.69460857662631,40.3512468895336,560
116,1788,-3.6978615510031,40.3500921870603,864
116,1190,-3.69863372121108,40.3510334929895,1066
116,3878,-3.69653518438742,40.3526948027147,1440
116,1147,-3.69512677059448,40.3535501216558,1638
116,1148,-3.6954137290175,40.3561970859915,1933
116,3147,-3.69699856902781,40.3569263103087,2165
116,3148,-3.69720671758013,40.3588440030284,2378
116,3145,-3.69777055787612,40.3611334315288,2640
116,3599,-3.6998067806167,40.3626121585062,2975
116,3640,-3.69820073483002,40.365414678079,3354
116,3630,-3.6973523335619,40.367275667357,3612
116,2840,-3.69835377649077,40.3677651356004,3755
116,2841,-3.69960486005105,40.3698296827081,4076
116,2835,-3.70144905716881,40.3681968888614,4387
116,2833,-3.70371616601945,40.3674579039354,4694
116,2831,-3.70333551145156,40.3695097894603,4944
116,2829,-3.70594170295328,40.3698002449536,5207
116,4625,-3.71000560323573,40.3698114420405,5588
116,2825,-3.71198701132146,40.370051534528,5793
116,2842,-3.71221602461222,40.3727888951821,6133
116,3176,-3.71308554910574,40.3737024738231,6308
116,3142,-3.71587797178505,40.3740050714838,6546
116,3140,-3.71889111492494,40.3740134360449,6801
116,3177,-3.72216906201971,40.3738263755801,7080
116,3179,-3.72714722961743,40.3734934237724,7504
116,5057,-3.73270052048774,40.3737557256124,7980
116,3995,-3.73169094139666,40.3752711317365,8273
116,3993,-3.72823663023384,40.3783019405163,8719
116,3991,-3.72510335550015,40.3808801812936,9112
116,3989,-3.72342860488525,40.3822239995005,9317
116,3987,-3.7208591913601,40.383573365292,9582
116,3903,-3.71874946714608,40.3846045040171,9795
116,3136,-3.71716290963133,40.3860918290506,10060
116,3134,-3.71621278156186,40.3890662008333,10401
116,3132,-3.71543991091365,40.3913998242821,10667
116,5080,-3.71543786624167,40.393994450083,10957
116,5078,-3.71508526827032,40.395753396463,11162
116,3128,-3.71534546136583,40.3969590046741,11296
116,328,-3.71324236847408,40.4011837137714,12319
116,380,-3.71111261934453,40.4024400613707,12548
116,381,-3.70981726819561,40.4030245880064,12680
116,325,-3.70697567116073,40.403803235551,12936
116,3126,-3.702816042828,40.4045943240898,13324
514,2848,-3.69903399689641,40.3360263317436,0
514,2851,-3.70833815829413,40.3421951471327,2218
514,3900,-3.71255423933935,40.3422098325852,2584
514,2856,-3.71401335597264,40.3433134786384,2844
514,5211,-3.7164775070983,40.3435550252005,3169
514,5214,-3.7157071162331,40.3472265099093,3730
514,2813,-3.71298073303661,40.3491802879609,4103
514,2811,-3.70966214322879,40.3493808484706,4396
514,1194,-3.70538127673216,40.3499024971072,4762
514,1192,-3.69987799450372,40.3495439782617,5253
514,1190,-3.69863372121108,40.3510334929895,5548
514,3878,-3.69653518438742,40.3526948027147,5922
514,1147,-3.69512677059448,40.3535501216558,6120
514,1148,-3.6954137290175,40.3561970859915,6415
514,1140,-3.69538529828869,40.3603865033999,6943
514,4728,-3.69346672912085,40.3620106386202,7240
514,1138,-3.69402895924957,40.3682505935261,7937
514,1136,-3.69426278649922,40.3703077753723,8164
514,1134,-3.69459968859494,40.3735490359636,8527
514,5380,-3.6956006562685,40.376853875937,8969
514,5702,-3.6973110795695,40.382154455732,9576
514,5703,-3.6977283913683,40.3841024114271,9796
514,5704,-3.6989523541178,40.3876851538038,10207
514,1125,-3.69598151660035,40.3920679449905,10923
514,1123,-3.69785702844876,40.3933359487267,11136
514,1934,-3.69818206498817,40.3958970718954,11444
514,1932,-3.69792195605624,40.3978491038405,11662
514,1929,-3.69875933932884,40.4009161469497,12049
514,1930,-3.69541098772368,40.4007651284488,12361
514,1184,-3.69353438237885,40.4027854031244,12691
514,89,-3.69316123551764,40.4066615336944,13123
514,82,-3.69217764133906,40.4100593263879,13567
514,5511,-3.69282667053935,40.4130869912528,13908
514,78,-3.69326538812111,40.4156429351348,14192
514,76,-3.69424254322182,40.4178262788003,14912
160,3445,-3.78696339916737,40.4594222634767,0
160,3840,-3.78435415376224,40.4591967330579,243
160,3447,-3.77939200185698,40.459523043605,671
160,3441,-3.77908552477496,40.4584845730948,831
160,4794,-3.77991402128059,40.4570420657105,1012
160,4791,-3.78158100616029,40.4560173142186,1238
160,4792,-3.78416544841862,40.455990825105,1457
160,4583,-3.7852627645844,40.4531455648723,1836
160,4581,-3.78520749430706,40.4514342376476,2048
160,4579,-3.78517520901059,40.4492903237497,2286
160,3437,-3.78322250992405,40.4489522033645,2476
160,3436,-3.78211394000757,40.4500948285219,2678
160,5598,-3.78192842201064,40.4524068805194,2971
160,3601,-3.77823946122478,40.4524227326655,3326
160,3434,-3.77507265817773,40.4520791178133,3614
160,3432,-3.77229379863895,40.4514310280678,3864
160,3430,-3.768661635099011,40.4514461951883,4171
160,3428,-3.76315458362519,40.449852009494904,5021
