codigo_estacion,codigo_parada,nombre_parada,linea,direccion_parada,cp_parada,distrito_parada
509,5511,Pº PRADO-PZA.MURILLO,N15,Paseo del Prado 22,28014,3
509,5511,Pº PRADO-PZA.MURILLO,N17,Paseo del Prado 22,28014,3
509,5511,Pº PRADO-PZA.MURILLO,N25,Paseo del Prado 22,28014,3
509,5511,Pº PRADO-PZA.MURILLO,N26,Paseo del Prado 22,28014,3
509,5511,Pº PRADO-PZA.MURILLO,N9,Paseo del Prado 22,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,1,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,10,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,14,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,27,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,34,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,37,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,45,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,C03,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N10,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N11,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N12,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N13,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N14,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N15,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N17,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N25,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N26,Plaza de Cánovas del Castillo 2,28014,3
510,78,PZA.CANOVAS DEL CASTILLO,N9,Plaza de Cánovas del Castillo 2,28014,3
511,2091,MARTINEZ DE LA RIVA-ARROYO DEL OLIVAR,10,Calle de Martínez de la Riva 18,28053,13
511,2091,MARTINEZ DE LA RIVA-ARROYO DEL OLIVAR,24,Calle de Martínez de la Riva 18,28053,13
511,2091,MARTINEZ DE LA RIVA-ARROYO DEL OLIVAR,111,Calle de Martínez de la Riva 18,28053,13
511,2091,MARTINEZ DE LA RIVA-ARROYO DEL OLIVAR,310,Calle de Martínez de la Riva 18,28053,13
513,1103,JAVIER DE MIGUEL-CARLOS MARTIN ÁLVAREZ,103,Calle de Javier de Miguel 10,28018,13
513,1103,JAVIER DE MIGUEL-CARLOS MARTIN ÁLVAREZ,310,Calle de Javier de Miguel 10,28018,13
513,1103,JAVIER DE MIGUEL-CARLOS MARTIN ÁLVAREZ,N10,Calle de Javier de Miguel 10,28018,13
515,2095,JAVIER DE MIGUEL-PTO.DEL MILAGRO,310,Calle de Javier de Miguel 90,28018,13
515,2095,JAVIER DE MIGUEL-PTO.DEL MILAGRO,N10,Calle de Javier de Miguel 90,28018,13
516,2097,JAVIER DE MIGUEL-PTO.DE VELATE,310,Calle de Javier de Miguel SN,28018,13
516,2097,JAVIER DE MIGUEL-PTO.DE VELATE,N10,Calle de Javier de Miguel SN,28018,13
518,2586,AV.PABLO NERUDA-LUIS BUÑUEL,57,Avda de Pablo Neruda 29,28018,13
520,2098,JAVIER DE MIGUEL-PTO.DE VELATE,310,Calle de Javier de Miguel SN,28018,13
521,2096,JAVIER DE MIGUEL-SAN ANSELMO,310,Calle de Javier de Miguel 109,28018,13
522,1106,JAVIER DE MIGUEL-PAYASO FOFÓ,103,Calle de Javier de Miguel 34,28018,13
522,1106,JAVIER DE MIGUEL-PAYASO FOFÓ,310,Calle de Javier de Miguel 34,28018,13
525,4880,MOREJA Nº 26,78,Calle de Moreja 26,28041,12
525,4880,MOREJA Nº 26,116,Calle de Moreja 26,28041,12
526,4400,AV.GUADALAJARA-SAN ROMAN VALLE,106,Avda de Guadalajara 35,28037,20
526,4400,AV.GUADALAJARA-SAN ROMAN VALLE,140,Avda de Guadalajara 35,28037,20
526,4400,AV.GUADALAJARA-SAN ROMAN VALLE,159,Avda de Guadalajara 35,28037,20
526,4400,AV.GUADALAJARA-SAN ROMAN VALLE,N7,Avda de Guadalajara 35,28037,20
527,2087,VILLALOBOS-AV.MIGUEL HERNANDEZ,10,Calle de Villalobos SN,28018,13
527,2087,VILLALOBOS-AV.MIGUEL HERNANDEZ,310,Calle de Villalobos SN,28018,13
532,1803,Cº POZO TIO RAIMUNDO-CTRA.V.VALLECAS,130,Cmno del Pozo del Tío Raimundo 37,28031,18
535,2577,AV.BUENOS AIRES-MOGAMBO,10,Avda de Buenos Aires 99,28018,13
535,2577,AV.BUENOS AIRES-MOGAMBO,57,Avda de Buenos Aires 99,28018,13
535,2577,AV.BUENOS AIRES-MOGAMBO,N11,Avda de Buenos Aires 99,28018,13
536,2105,VILLALOBOS,310,Calle de Villalobos 129,28018,13
537,2377,CORAZON DE MARIA-STA.HORTENSIA,43,Calle de Corazón de María 42,28002,5
537,2377,CORAZON DE MARIA-STA.HORTENSIA,72,Calle de Corazón de María 42,28002,5
540,3685,AV.GUINDALERA-CAMILO JOSE CELA,43,Avda de La Guindalera SN,28028,4
540,3685,AV.GUINDALERA-CAMILO JOSE CELA,74,Avda de La Guindalera SN,28028,4
542,696,AV.BADAJOZ-MARTINEZ VILLERGAS,53,Avda de Badajoz 54,28027,15
542,696,AV.BADAJOZ-MARTINEZ VILLERGAS,122,Avda de Badajoz 54,28027,15
542,696,AV.BADAJOZ-MARTINEZ VILLERGAS,N3,Avda de Badajoz 54,28027,15
544,2121,CONDESA VENADITO-TORRELAGUNA,11,Calle de la Condesa de Venadito 16,28027,15
544,2121,CONDESA VENADITO-TORRELAGUNA,N3,Calle de la Condesa de Venadito 16,28027,15
547,3125,EMILIO VARGAS-ARTURO SORIA,114,Calle de Emilio Vargas 21,28043,15
547,3125,EMILIO VARGAS-ARTURO SORIA,122,Calle de Emilio Vargas 21,28043,15
547,3125,EMILIO VARGAS-ARTURO SORIA,N4,Calle de Emilio Vargas 21,28043,15
548,2376,AV.CAMILO JOSE CELA-CORAZON MARIA,43,Calle de Corazón de María 55,28002,5
5477,3769,VALCARLOS - Pº SAN MILLAN DE LA COGOLLA,175,Calle de Valcarlos SN,28050,8
6168,5799,PLAZA DEL ESTE-SAN AQUILINO,177,Plaza del Este 1,28029,6
2824,2276,CAMARENA Nº 320,31,Calle de Camarena 320,28047,10
2824,2276,CAMARENA Nº 320,121,Calle de Camarena 320,28047,10
2824,2276,CAMARENA Nº 320,N18,Calle de Camarena 320,28047,10
3392,2275,CAMARENA Nº 322,31,Calle de Camarena 320,28047,10
2799,1484,VALMOJADO-MAQUEDA,121,Pque  Alcalde Carlos Arias 1,28024,10
2799,1484,VALMOJADO-MAQUEDA,138,Pque  Alcalde Carlos Arias 1,28024,10
724,574,OCAÑA-CAMARENA,17,Calle de Ocaña 15,28047,10
6009,4544,OCAÑA Nº12,17,Calle de Ocaña 12,28047,10
6009,4544,OCAÑA Nº12,N26,Calle de Ocaña 12,28047,10
1011,626,DUQUESA DE PARCENT-CUART DE POBLET,25,Calle de la Duquesa de Parcent SN,28047,10
1011,626,DUQUESA DE PARCENT-CUART DE POBLET,31,Calle de la Duquesa de Parcent SN,28047,10
1011,626,DUQUESA DE PARCENT-CUART DE POBLET,N18,Calle de la Duquesa de Parcent SN,28047,10
1012,624,DUQUESA DE PARCENT Nº 54,25,Calle de la Duquesa de Parcent SN,28047,10
1012,624,DUQUESA DE PARCENT Nº 54,31,Calle de la Duquesa de Parcent SN,28047,10
1012,624,DUQUESA DE PARCENT Nº 54,N18,Calle de la Duquesa de Parcent SN,28047,10
1015,617,Pº ERMITA DEL SANTO-VIA CARPETANA,25,Paseo de la Ermita del Santo 39,28011,10
1016,615,Pº ERMITA DEL SANTO-SEPULVEDA,25,Paseo de la Ermita del Santo 25,28011,10
1017,4907,Pº. ERMITA DEL SANTO - AV.MANZANARES,25,Paseo de la Ermita del Santo 7,28011,10
1021,1914,ENRIQUE LARRETA-AGUSTIN DE FOXA,5,Calle de Enrique Larreta 12,28036,5
1023,5246,CTA.SAN VICENTE-ARRIAZA,25,Custa de San Vicente 24,28008,1
1023,5246,CTA.SAN VICENTE-ARRIAZA,39,Custa de San Vicente 24,28008,1
1023,5246,CTA.SAN VICENTE-ARRIAZA,46,Custa de San Vicente 24,28008,1
1023,5246,CTA.SAN VICENTE-ARRIAZA,62,Custa de San Vicente 24,28008,1
1023,5246,CTA.SAN VICENTE-ARRIAZA,75,Custa de San Vicente 24,28008,1
1023,5246,CTA.SAN VICENTE-ARRIAZA,138,Custa de San Vicente 24,28008,1
1023,5246,CTA.SAN VICENTE-ARRIAZA,C1,Custa de San Vicente 24,28008,1
1029,2215,NARVAEZ-AVDA. FELIPE II,26,Avda de Felipe II 3,28009,4
1029,2215,NARVAEZ-AVDA. FELIPE II,61,Avda de Felipe II 3,28009,4
1029,2215,NARVAEZ-AVDA. FELIPE II,E4,Avda de Felipe II 3,28009,4
1029,2215,NARVAEZ-AVDA. FELIPE II,E5,Avda de Felipe II 3,28009,4
1030,2217,CONDE DE PEÑALVER-HERMOSILLA,26,Calle del Conde de Peñalver 6,28006,4
1030,2217,CONDE DE PEÑALVER-HERMOSILLA,61,Calle del Conde de Peñalver 6,28006,4
1031,2219,CONDE DE PEÑALVER-AYALA,26,Calle del Conde de Peñalver 24,28006,4
1031,2219,CONDE DE PEÑALVER-AYALA,61,Calle del Conde de Peñalver 24,28006,4
1031,2219,CONDE DE PEÑALVER-AYALA,N3,Calle del Conde de Peñalver 24,28006,4
1038,2213,AV.MENENDEZ PELAYO-PZA.NIÑO JESUS,26,Paseo del Fernán Núñez SN,28009,3
1038,2213,AV.MENENDEZ PELAYO-PZA.NIÑO JESUS,63,Paseo del Fernán Núñez SN,28009,3
1038,2213,AV.MENENDEZ PELAYO-PZA.NIÑO JESUS,152,Paseo del Fernán Núñez SN,28009,3
1038,2213,AV.MENENDEZ PELAYO-PZA.NIÑO JESUS,C1,Paseo del Fernán Núñez SN,28009,3
1039,2211,MENENDEZ PELAYO-PZA.MARIANO CAVIA,26,Avda de Menéndez Pelayo 14,28014,3
1039,2211,MENENDEZ PELAYO-PZA.MARIANO CAVIA,152,Avda de Menéndez Pelayo 14,28014,3
1039,2211,MENENDEZ PELAYO-PZA.MARIANO CAVIA,C1,Avda de Menéndez Pelayo 14,28014,3
1043,87,JOSE ANTONIO ARMONA-Pº STA.Mª CABEZA,27,Calle de José Antonio de Armona 26,28012,2
980,1403,AV.CDAD.BARCELONA Nº 6,24,Avda de la Ciudad de Barcelona SN,28014,3
980,1403,AV.CDAD.BARCELONA Nº 6,37,Avda de la Ciudad de Barcelona SN,28014,3
980,1403,AV.CDAD.BARCELONA Nº 6,54,Avda de la Ciudad de Barcelona SN,28014,3
980,1403,AV.CDAD.BARCELONA Nº 6,57,Avda de la Ciudad de Barcelona SN,28014,3
980,1403,AV.CDAD.BARCELONA Nº 6,141,Avda de la Ciudad de Barcelona SN,28014,3
917,918,ANTONIO LOPEZ-GTA.MQUES.VADILLO,23,Calle de Antonio López 4,28019,11
917,918,ANTONIO LOPEZ-GTA.MQUES.VADILLO,N15,Calle de Antonio López 4,28019,11
918,920,ANTONIO LOPEZ-INMACULADA CONCEPCION,23,Calle de Antonio López 46,28019,11
918,920,ANTONIO LOPEZ-INMACULADA CONCEPCION,N15,Calle de Antonio López 46,28019,11
924,932,ANTONIO LOPEZ-VADO,23,Calle de Antonio López 232,28026,12
924,932,ANTONIO LOPEZ-VADO,123,Calle de Antonio López 232,28026,12
924,932,ANTONIO LOPEZ-VADO,N12,Calle de Antonio López 232,28026,12
925,934,ANTONIO LOPEZ-SOCUELLAMOS,23,Calle de Antonio López 250,28026,12
925,934,ANTONIO LOPEZ-SOCUELLAMOS,123,Calle de Antonio López 250,28026,12
925,934,ANTONIO LOPEZ-SOCUELLAMOS,N12,Calle de Antonio López 250,28026,12
927,937,"SAN MARIO,8",23,Calle de San Mario 10,28041,12
927,937,"SAN MARIO,8",78,Calle de San Mario 10,28041,12
927,937,"SAN MARIO,8",123,Calle de San Mario 10,28041,12
927,937,"SAN MARIO,8",N12,Calle de San Mario 10,28041,12
929,941,ESTAFETA-NAVASCUES,23,Calle de la Estafeta 22,28041,12
929,941,ESTAFETA-NAVASCUES,78,Calle de la Estafeta 22,28041,12
929,941,ESTAFETA-NAVASCUES,123,Calle de la Estafeta 22,28041,12
930,943,ESTAFETA-AV.SAN FERMIN,23,Calle de la Estafeta 35,28041,12
930,943,ESTAFETA-AV.SAN FERMIN,78,Calle de la Estafeta 35,28041,12
930,943,ESTAFETA-AV.SAN FERMIN,123,Calle de la Estafeta 35,28041,12
930,943,ESTAFETA-AV.SAN FERMIN,N12,Calle de la Estafeta 35,28041,12
1173,2280,AV.MORATALAZ-PZA.ENCUENTRO,32,Avda de Moratalaz 70,28030,14
1174,2282,AV.MORATALAZ-Cº VINATEROS,32,Avda de Moratalaz 158,28030,14
1175,2286,AV.MORATALAZ Nº 180 -COLEGIO SENARA,32,Avda de Moratalaz 184,28030,14
1320,5876,MEJIA LEQUERICA-HORTALEZA,37,Calle de Mejía Lequerica 2,28004,1
1324,1395,GRAL.ALVAREZ CASTRO-Gª PAREDES,149,Calle del General Álvarez de Castro 30,28010,7
1325,5514,GRAL.ALVAREZ CASTRO-JOSE ABASCAL,149,Calle del General Álvarez de Castro 46,28010,7
1328,2330,ALCALA-MATEO GARCIA,38,Calle de Alcalá 276,28017,15
1328,2330,ALCALA-MATEO GARCIA,N5,Calle de Alcalá 276,28017,15
1330,4652,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,50,Paseo de la Ermita del Santo 71,28019,11
1335,2342,AMPOSTA-POBLADURA VALLE,38,Calle de los Gremios 1,28037,20
1335,2342,AMPOSTA-POBLADURA VALLE,48,Calle de los Gremios 1,28037,20
1335,2342,AMPOSTA-POBLADURA VALLE,165,Calle de los Gremios 1,28037,20
1335,2342,AMPOSTA-POBLADURA VALLE,167,Calle de los Gremios 1,28037,20
1335,2342,AMPOSTA-POBLADURA VALLE,N6,Calle de los Gremios 1,28037,20
1336,2344,AMPOSTA-TEJEDORES,38,Calle de Amposta SN,28037,20
1337,2345,ALBERIQUE-ALBAIDA,38,Calle de Alberique SN,28037,20
1338,4441,ALBERIQUE-HELLIN,38,Calle de Alberique 14,28037,20
1339,4783,AV.ARCENTALES-AV.CANILLEJAS,38,Avda de Arcentales 14,28022,20
1339,4783,AV.ARCENTALES-AV.CANILLEJAS,140,Avda de Arcentales 14,28022,20
1339,4783,AV.ARCENTALES-AV.CANILLEJAS,167,Avda de Arcentales 14,28022,20
1343,2354,POBLADURA VALLE-ALCONERA,48,Calle de Pobladura del Valle 13,28037,20
1343,2354,POBLADURA VALLE-ALCONERA,167,Calle de Pobladura del Valle 13,28037,20
1343,2354,POBLADURA VALLE-ALCONERA,N6,Calle de Pobladura del Valle 13,28037,20
1344,2343,AMPOSTA-POBLADURA VALLE,38,Calle de Amposta 26,28037,20
1344,2343,AMPOSTA-POBLADURA VALLE,48,Calle de Amposta 26,28037,20
1344,2343,AMPOSTA-POBLADURA VALLE,165,Calle de Amposta 26,28037,20
1344,2343,AMPOSTA-POBLADURA VALLE,167,Calle de Amposta 26,28037,20
1344,2343,AMPOSTA-POBLADURA VALLE,N6,Calle de Amposta 26,28037,20
1345,2341,POBLADURA VALLE-SAN ROMAN VALLE,38,Calle de la Joyería 25,28037,20
1345,2341,POBLADURA VALLE-SAN ROMAN VALLE,48,Calle de la Joyería 25,28037,20
1345,2341,POBLADURA VALLE-SAN ROMAN VALLE,167,Calle de la Joyería 25,28037,20
1345,2341,POBLADURA VALLE-SAN ROMAN VALLE,N6,Calle de la Joyería 25,28037,20
1346,2339,POBLADURA VALLE-ARCOS JALON,38,Calle de Pobladura del Valle 5,28037,20
1346,2339,POBLADURA VALLE-ARCOS JALON,48,Calle de Pobladura del Valle 5,28037,20
1346,2339,POBLADURA VALLE-ARCOS JALON,165,Calle de Pobladura del Valle 5,28037,20
1346,2339,POBLADURA VALLE-ARCOS JALON,167,Calle de Pobladura del Valle 5,28037,20
1346,2339,POBLADURA VALLE-ARCOS JALON,N6,Calle de Pobladura del Valle 5,28037,20
1176,4812,MERCAMADRID-CARNICAS,T32,Calle  Eje 3-2 SN,28053,18
1180,2290,LUIS HOYOS SAINZ-FTE.CARRANTONA,32,Calle de Luis de Hoyos Sáinz 106,28030,14
1181,2292,VALDEBERNARDO-LUIS HOYOS SAINZ,32,Calle de Valdebernardo 43,28030,14
1117,2238,PRINCIPE DE VERGARA-FRANCISCO SILVELA,29,Calle del Príncipe de Vergara 109,28002,5
1117,2238,PRINCIPE DE VERGARA-FRANCISCO SILVELA,52,Calle del Príncipe de Vergara 109,28002,5
405,428,VELAZQUEZ-DIEGO DE LEON,9,Calle de Velázquez 102,28006,4
405,428,VELAZQUEZ-DIEGO DE LEON,19,Calle de Velázquez 102,28006,4
405,428,VELAZQUEZ-DIEGO DE LEON,51,Calle de Velázquez 102,28006,4
405,428,VELAZQUEZ-DIEGO DE LEON,N4,Calle de Velázquez 102,28006,4
408,2007,LOPEZ DE HOYOS-FCO.SILVELA,9,Calle de López de Hoyos 42,28006,5
414,522,FDEZ.DE LOS RIOS-VALLEHERMOSO,16,Calle de Fernández de los Ríos 35,28015,7
414,522,FDEZ.DE LOS RIOS-VALLEHERMOSO,61,Calle de Fernández de los Ríos 35,28015,7
417,408,AV.RAMON Y CAJAL-AV.LA PAZ,9,Avda de Ramón y Cajal 107,28043,15
417,408,AV.RAMON Y CAJAL-AV.LA PAZ,72,Avda de Ramón y Cajal 107,28043,15
417,408,AV.RAMON Y CAJAL-AV.LA PAZ,73,Avda de Ramón y Cajal 107,28043,15
417,408,AV.RAMON Y CAJAL-AV.LA PAZ,120,Avda de Ramón y Cajal 107,28043,15
417,408,AV.RAMON Y CAJAL-AV.LA PAZ,N2,Avda de Ramón y Cajal 107,28043,15
418,2024,LOPEZ DE HOYOS-CAÑAS,9,Calle de López de Hoyos 336,28043,15
418,2024,LOPEZ DE HOYOS-CAÑAS,53,Calle de López de Hoyos 336,28043,15
418,2024,LOPEZ DE HOYOS-CAÑAS,72,Calle de López de Hoyos 336,28043,15
418,2024,LOPEZ DE HOYOS-CAÑAS,73,Calle de López de Hoyos 336,28043,15
418,2024,LOPEZ DE HOYOS-CAÑAS,N2,Calle de López de Hoyos 336,28043,15
421,3927,LOPEZ DE HOYOS-GTA.LUIS ROSALES,9,Calle de López de Hoyos 406,28043,16
421,3927,LOPEZ DE HOYOS-GTA.LUIS ROSALES,72,Calle de López de Hoyos 406,28043,16
422,2033,LOPEZ DE HOYOS-GRAN VIA DE HORTALEZA,9,Calle de López de Hoyos 456,28043,16
422,2033,LOPEZ DE HOYOS-GRAN VIA DE HORTALEZA,72,Calle de López de Hoyos 456,28043,16
422,2033,LOPEZ DE HOYOS-GRAN VIA DE HORTALEZA,N2,Calle de López de Hoyos 456,28043,16
425,1846,MAR CASPIO-PZA.SANTOS DE LA HUMOSA,9,Calle del Mar Caspio 5,28033,16
425,1846,MAR CASPIO-PZA.SANTOS DE LA HUMOSA,72,Calle del Mar Caspio 5,28033,16
425,1846,MAR CASPIO-PZA.SANTOS DE LA HUMOSA,107,Calle del Mar Caspio 5,28033,16
425,1846,MAR CASPIO-PZA.SANTOS DE LA HUMOSA,N2,Calle del Mar Caspio 5,28033,16
426,1848,MAR DE LAS ANTILLAS-MAR NEGRO,9,Calle del Mar de las Antillas 6,28033,16
426,1848,MAR DE LAS ANTILLAS-MAR NEGRO,107,Calle del Mar de las Antillas 6,28033,16
429,2042,SANTA ADELA-SANTA SUSANA,9,Calle de Santa Adela 7,28033,16
431,2040,SANTA SUSANA-MAR DE LAS ANTILLAS,9,Calle de Santa Susana 7,28033,16
1349,4462,ASCAO-GUTIERRE DE CETINA,28,Calle de Ascao 6,28017,15
1349,4462,ASCAO-GUTIERRE DE CETINA,109,Calle de Ascao 6,28017,15
1349,4462,ASCAO-GUTIERRE DE CETINA,N6,Calle de Ascao 6,28017,15
558,811,FCO.SILVELA-PADILLA,12,Calle de Francisco Silvela 25,28006,4
558,811,FCO.SILVELA-PADILLA,43,Calle de Francisco Silvela 25,28006,4
558,811,FCO.SILVELA-PADILLA,48,Calle de Francisco Silvela 25,28006,4
558,811,FCO.SILVELA-PADILLA,56,Calle de Francisco Silvela 25,28006,4
558,811,FCO.SILVELA-PADILLA,210,Calle de Francisco Silvela 25,28006,4
558,811,FCO.SILVELA-PADILLA,C1,Calle de Francisco Silvela 25,28006,4
558,811,FCO.SILVELA-PADILLA,NC1,Calle de Francisco Silvela 25,28006,4
559,2118,CONDESA VENADITO-ARTURO SORIA,11,Calle de la Condesa de Venadito 19,28027,15
559,2118,CONDESA VENADITO-ARTURO SORIA,N3,Calle de la Condesa de Venadito 19,28027,15
561,708,TORRELAGUNA-JOSE SILVA,53,Calle de Torrelaguna 125,28043,15
570,789,FCO.SILVELA-AV.AMERICA,12,Calle de Francisco Silvela 81,28006,4
570,789,FCO.SILVELA-AV.AMERICA,72,Calle de Francisco Silvela 81,28006,4
570,789,FCO.SILVELA-AV.AMERICA,73,Calle de Francisco Silvela 81,28006,4
570,789,FCO.SILVELA-AV.AMERICA,C1,Calle de Francisco Silvela 81,28006,4
570,789,FCO.SILVELA-AV.AMERICA,NC1,Calle de Francisco Silvela 81,28006,4
439,218,ARTURO SORIA-LOPEZ DE HOYOS,9,Calle de Arturo Soria SN,28043,15
439,218,ARTURO SORIA-LOPEZ DE HOYOS,11,Calle de Arturo Soria SN,28043,15
439,218,ARTURO SORIA-LOPEZ DE HOYOS,70,Calle de Arturo Soria SN,28043,15
439,218,ARTURO SORIA-LOPEZ DE HOYOS,72,Calle de Arturo Soria SN,28043,15
439,218,ARTURO SORIA-LOPEZ DE HOYOS,73,Calle de Arturo Soria SN,28043,15
439,218,ARTURO SORIA-LOPEZ DE HOYOS,N2,Calle de Arturo Soria SN,28043,15
439,218,ARTURO SORIA-LOPEZ DE HOYOS,N3,Calle de Arturo Soria SN,28043,15
440,2025,LOPEZ DE HOYOS-PEDRO SALINAS,9,Calle de López de Hoyos 259,28043,15
440,2025,LOPEZ DE HOYOS-PEDRO SALINAS,53,Calle de López de Hoyos 259,28043,15
440,2025,LOPEZ DE HOYOS-PEDRO SALINAS,72,Calle de López de Hoyos 259,28043,15
440,2025,LOPEZ DE HOYOS-PEDRO SALINAS,73,Calle de López de Hoyos 259,28043,15
440,2025,LOPEZ DE HOYOS-PEDRO SALINAS,N2,Calle de López de Hoyos 259,28043,15
441,409,AV.RAMON Y CAJAL-AV.LA PAZ,9,Avda de Ramón y Cajal 107,28043,15
441,409,AV.RAMON Y CAJAL-AV.LA PAZ,72,Avda de Ramón y Cajal 107,28043,15
441,409,AV.RAMON Y CAJAL-AV.LA PAZ,73,Avda de Ramón y Cajal 107,28043,15
441,409,AV.RAMON Y CAJAL-AV.LA PAZ,120,Avda de Ramón y Cajal 107,28043,15
441,409,AV.RAMON Y CAJAL-AV.LA PAZ,N2,Avda de Ramón y Cajal 107,28043,15
444,2021,LOPEZ DE HOYOS-CLARA DEL REY,9,Calle de López de Hoyos 157,28002,5
444,2021,LOPEZ DE HOYOS-CLARA DEL REY,73,Calle de López de Hoyos 157,28002,5
444,2021,LOPEZ DE HOYOS-CLARA DEL REY,N2,Calle de López de Hoyos 157,28002,5
446,2016,LOPEZ DE HOYOS-CARDENAL SILICEO,9,Calle de López de Hoyos 115,28002,5
446,2016,LOPEZ DE HOYOS-CARDENAL SILICEO,73,Calle de López de Hoyos 115,28002,5
446,2016,LOPEZ DE HOYOS-CARDENAL SILICEO,N2,Calle de López de Hoyos 115,28002,5
450,2008,LOPEZ DE HOYOS-FCO.SILVELA,9,Calle de López de Hoyos 27,28006,5
452,446,SERRANO-MARIA DE MOLINA,9,Calle de Serrano 95,28006,5
452,446,SERRANO-MARIA DE MOLINA,16,Calle de Serrano 95,28006,5
452,446,SERRANO-MARIA DE MOLINA,19,Calle de Serrano 95,28006,5
452,446,SERRANO-MARIA DE MOLINA,51,Calle de Serrano 95,28006,5
452,446,SERRANO-MARIA DE MOLINA,N1,Calle de Serrano 95,28006,5
454,448,SERRANO-MALDONADO,9,Calle de Serrano 71,28006,4
454,448,SERRANO-MALDONADO,19,Calle de Serrano 71,28006,4
454,448,SERRANO-MALDONADO,51,Calle de Serrano 71,28006,4
454,448,SERRANO-MALDONADO,N4,Calle de Serrano 71,28006,4
459,77,PZA.CANOVAS DEL CASTILLO,1,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,10,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,14,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,27,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,34,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,37,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,45,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,C03,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N10,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N11,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N12,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N13,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N14,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N15,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N17,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N25,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N26,Calle de Cervantes 44,28014,1
459,77,PZA.CANOVAS DEL CASTILLO,N9,Calle de Cervantes 44,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,1,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,10,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,14,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,27,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,34,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,37,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,45,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,C03,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,N10,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,N11,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,N12,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,N13,Paseo del Prado 22,28014,1
460,79,Pº PRADO-PZA.PLATERIA MTNEZ.,N14,Paseo del Prado 22,28014,1
