,codigo_estacion,codigo_parada,nombre_parada,linea,direccion_parada,cp_parada,distrito_parada,longitud,latitud
0,3061,2522,AV.PABLO NERUDA-MALGRAT MAR,54,Avda de Pablo Neruda 2,28038,13,-3.6416204819146,40.3926611050292
1,3061,2522,AV.PABLO NERUDA-MALGRAT MAR,142,Avda de Pablo Neruda 2,28038,13,-3.6416204819146,40.3926611050292
2,3061,2522,AV.PABLO NERUDA-MALGRAT MAR,144,Avda de Pablo Neruda 2,28038,13,-3.6416204819146,40.3926611050292
3,3007,1748,CERRO DEL CASTAÑAR-MORALZARZAL,134,Calle del Cerro del Castañar 167,28034,8,-3.71389570471666,40.494057864999
4,3066,2530,ANDALUCES-SAN CLAUDIO,54,Calle de los Andaluces 9,28038,13,-3.63627950289022,40.3898076521388
5,2948,1800,CTRA.VILLAVERDE A VALLECAS-AV.ROSALES,23,Ctra de Villaverde a Vallecas 33,28041,17,-3.68302704691701,40.360018581082
6,2948,1800,CTRA.VILLAVERDE A VALLECAS-AV.ROSALES,130,Ctra de Villaverde a Vallecas 33,28041,17,-3.68302704691701,40.360018581082
7,2953,3215,CTRA.CCHEL A VILLAVERDE-CENTRO ESCOLAR,131,Ctra de Carabanchel a Villaverde 82,28021,17,-3.71133430633633,40.3538751615276
8,2958,3213,RAFAELA YBARRA-UNIDAD,131,Avda de Rafaela Ybarra 109,28041,12,-3.71225173942405,40.3697075607924
9,2960,3281,AV.MORERAS-COLEGIO MAYOR ALFONSO X EL SABIO,132,Avda de las Moreras SN,28040,9,-3.71944521002462,40.4511364010808
10,2961,3283,ARQ.SANCHEZ ARCAS-MORERAS,132,Calle del Almirante Francisco Moreno 2,28040,9,-3.7166640236287,40.4528563481728
11,2964,1514,CESAR MANRIQUE-JUAN SANCHEZ,127,Calle de César Manrique SN,28035,8,-3.72067112812711,40.4740565905214
12,2964,1514,CESAR MANRIQUE-JUAN SANCHEZ,132,Calle de César Manrique SN,28035,8,-3.72067112812711,40.4740565905214
13,2964,1514,CESAR MANRIQUE-JUAN SANCHEZ,N21,Calle de César Manrique SN,28035,8,-3.72067112812711,40.4740565905214
14,2977,3284,ARQ.SANCHEZ ARCAS-MORERAS,132,Calle del Almirante Francisco Moreno 3,28040,9,-3.71691174770412,40.45293139077
15,2978,3282,AV.MORERAS-COLEGIO MAYOR ALFONSO X EL SABIO,132,Avda de las Moreras 5,28040,9,-3.71978626324952,40.4511162632207
16,2979,3280,AV.MORERAS-RAMIRO DE MAEZTU,132,Avda de las Moreras SN,28040,9,-3.721403411452,40.4489755731852
17,2354,1445,J.JOSE MTNEZ.SECO-DIAMANTE,85,Calle de Juan José Martínez Seco 61,28021,17,-3.68725513475584,40.35188534989
18,2354,1445,J.JOSE MTNEZ.SECO-DIAMANTE,123,Calle de Juan José Martínez Seco 61,28021,17,-3.68725513475584,40.35188534989
19,2355,1443,J.JOSE MTNEZ.SECO-BENITA LOPEZ,85,Calle de Juan José Martínez Seco 7,28021,17,-3.68984891329244,40.3518248879398
20,2355,1443,J.JOSE MTNEZ.SECO-BENITA LOPEZ,123,Calle de Juan José Martínez Seco 7,28021,17,-3.68984891329244,40.3518248879398
21,2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,18,Calle de la Virgen de los Desamparados 4,28041,17,-3.69890835456021,40.3514012112656
22,2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,86,Calle de la Virgen de los Desamparados 4,28041,17,-3.69890835456021,40.3514012112656
23,2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,116,Calle de la Virgen de los Desamparados 4,28041,17,-3.69890835456021,40.3514012112656
24,2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,N14,Calle de la Virgen de los Desamparados 4,28041,17,-3.69890835456021,40.3514012112656
25,2359,1190,VIRGEN DE LOS DESAMPARADOS,18,Calle de la Virgen de los Desamparados 4,28041,17,-3.69863372121108,40.3510334929895
26,2359,1190,VIRGEN DE LOS DESAMPARADOS,86,Calle de la Virgen de los Desamparados 4,28041,17,-3.69863372121108,40.3510334929895
27,2359,1190,VIRGEN DE LOS DESAMPARADOS,116,Calle de la Virgen de los Desamparados 4,28041,17,-3.69863372121108,40.3510334929895
28,2359,1190,VIRGEN DE LOS DESAMPARADOS,N14,Calle de la Virgen de los Desamparados 4,28041,17,-3.69863372121108,40.3510334929895
29,2360,3434,ARROYO POZUELO-HINOJO,160,Calle de la Pasionaria 24,28023,9,-3.77507265817773,40.4520791178133
30,2366,2878,EMILIO RUBIN-ARTURO SORIA,87,Calle de Emilio Rubín 2,28033,15,-3.66167360459416,40.4610349979193
31,2367,2879,MONTEARAGON Nº 8,87,Calle de Montearagón 8,28033,16,-3.6595569574133,40.462866888684
32,2371,5208,Cº DE MONTORO-Cº VIEJO DE BURGOS,87,Cmno de Montoro 1,28050,16,-3.63287868396258,40.480123818247
33,2371,5208,Cº DE MONTORO-Cº VIEJO DE BURGOS,N2,Cmno de Montoro 1,28050,16,-3.63287868396258,40.480123818247
34,2374,2896,Cº DEL OLIVAR-GRAMA,87,Cmno del Olivar 8,28050,16,-3.62859804431614,40.4770300332624
35,2378,2891,GREGORIO SANCHEZ HERRAEZ,87,Calle de Gregorio Sánchez Herráez 14,28033,16,-3.63677237491672,40.4778412208
36,2378,2891,GREGORIO SANCHEZ HERRAEZ,N2,Calle de Gregorio Sánchez Herráez 14,28033,16,-3.63677237491672,40.4778412208
37,2382,2737,AV.BUCARAMANGA-GTA.CHARALA,87,Gta de Charala SN,28033,16,-3.63943842243255,40.4727094341033
38,2385,2882,GRAN VIA HORTALEZA-HARO,87,G.v. de Hortaleza 48,28043,16,-3.65138726022878,40.4671924018751
39,2254,1721,ARROYOFRESNO-AV.C.HERRERA ORIA,82,Calle de Arroyofresno 29,28035,8,-3.7409882997916,40.4776219802571
40,2255,1719,CANTALEJO-ARROYOFRESNO,82,Calle de Cantalejo 2,28035,8,-3.741824204301,40.4754499768972
41,2265,1700,AV.MIRAFLORES-CTRA.DEHESA VILLA,82,Avda de Miraflores 1,28035,9,-3.729927902458941,40.4575797670371
42,2265,1700,AV.MIRAFLORES-CTRA.DEHESA VILLA,N20,Avda de Miraflores 1,28035,9,-3.729927902458941,40.4575797670371
43,2266,1698,PARANINFO-CIEMAT,82,Avda  Complutense 11,28040,9,-3.72925876543651,40.4545930056037
44,2266,1698,PARANINFO-CIEMAT,N20,Avda  Complutense 11,28040,9,-3.72925876543651,40.4545930056037
45,821,847,FTE.CARRANTONA-ARROYO FONTARRON,20,Calle de la Fuente Carrantona 2,28030,14,-3.63912167857703,40.396323601222
46,821,847,FTE.CARRANTONA-ARROYO FONTARRON,142,Calle de la Fuente Carrantona 2,28030,14,-3.63912167857703,40.396323601222
47,821,847,FTE.CARRANTONA-ARROYO FONTARRON,144,Calle de la Fuente Carrantona 2,28030,14,-3.63912167857703,40.396323601222
48,826,852,PZA.DEL ENCUENTRO,20,Calle de la Hacienda de Pavones 3,28030,14,-3.65078384930179,40.4057452312983
49,826,852,PZA.DEL ENCUENTRO,30,Calle de la Hacienda de Pavones 3,28030,14,-3.65078384930179,40.4057452312983
50,826,852,PZA.DEL ENCUENTRO,N8,Calle de la Hacienda de Pavones 3,28030,14,-3.65078384930179,40.4057452312983
51,828,831,AV.MORATALAZ Nº 21,20,Avda de Moratalaz 21,28030,14,-3.66064492340343,40.4078245557683
52,830,827,Cº VINATEROS-M30,20,Calle del Camino de los Vinateros 3,28030,14,-3.65891911432318,40.4109335050283
53,830,827,Cº VINATEROS-M30,30,Calle del Camino de los Vinateros 3,28030,14,-3.65891911432318,40.4109335050283
54,830,827,Cº VINATEROS-M30,32,Calle del Camino de los Vinateros 3,28030,14,-3.65891911432318,40.4109335050283
55,830,827,Cº VINATEROS-M30,N8,Calle del Camino de los Vinateros 3,28030,14,-3.65891911432318,40.4109335050283
56,831,825,ESTRELLA POLAR-PEZ AUSTRAL,20,Calle de la Estrella Polar 13,28007,3,-3.66544089505043,40.411337662369
57,831,825,ESTRELLA POLAR-PEZ AUSTRAL,30,Calle de la Estrella Polar 13,28007,3,-3.66544089505043,40.411337662369
58,831,825,ESTRELLA POLAR-PEZ AUSTRAL,32,Calle de la Estrella Polar 13,28007,3,-3.66544089505043,40.411337662369
59,831,825,ESTRELLA POLAR-PEZ AUSTRAL,N8,Calle de la Estrella Polar 13,28007,3,-3.66544089505043,40.411337662369
60,833,821,AV.NAZARET-JESUS APRENDIZ,20,Avda de Nazaret 9,28009,3,-3.67071203300481,40.4116045558416
61,836,815,MENENDEZ PELAYO-A.SAINZ BARANDA,20,Avda de Menéndez Pelayo 45,28009,3,-3.67809369873284,40.4168318673982
62,836,815,MENENDEZ PELAYO-A.SAINZ BARANDA,152,Avda de Menéndez Pelayo 45,28009,3,-3.67809369873284,40.4168318673982
63,840,1246,JUAN PEREZ ZUÑIGA Nº 19,21,Calle de Juan Pérez Zúñiga 19,28027,15,-3.64847391601616,40.4426412174717
64,776,1147,ALEGRIA DE LA HUERTA-ANOETA,18,Calle de La Alegría de la Huerta 37,28041,17,-3.69512677059448,40.3535501216558
65,776,1147,ALEGRIA DE LA HUERTA-ANOETA,86,Calle de La Alegría de la Huerta 37,28041,17,-3.69512677059448,40.3535501216558
66,776,1147,ALEGRIA DE LA HUERTA-ANOETA,116,Calle de La Alegría de la Huerta 37,28041,17,-3.69512677059448,40.3535501216558
67,776,1147,ALEGRIA DE LA HUERTA-ANOETA,N14,Calle de La Alegría de la Huerta 37,28041,17,-3.69512677059448,40.3535501216558
68,711,550,Pº PONTONES-Pº IMPERIAL,17,Paseo de Pontones 10,28005,2,-3.71563286307942,40.4049527704638
69,711,550,Pº PONTONES-Pº IMPERIAL,41,Paseo de Pontones 10,28005,2,-3.71563286307942,40.4049527704638
70,711,550,Pº PONTONES-Pº IMPERIAL,N16,Paseo de Pontones 10,28005,2,-3.71563286307942,40.4049527704638
71,713,554,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,17,Paseo de la Ermita del Santo SN,28011,11,-3.72464639606415,40.4038922087533
72,713,554,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,25,Paseo de la Ermita del Santo SN,28011,11,-3.72464639606415,40.4038922087533
73,713,554,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,N16,Paseo de la Ermita del Santo SN,28011,11,-3.72464639606415,40.4038922087533
74,714,555,VIA CARPETANA-CARAMUEL,17,Calle  Vía Carpetana 43,28047,10,-3.73088124723997,40.4017629246485
75,714,555,VIA CARPETANA-CARAMUEL,N16,Calle  Vía Carpetana 43,28047,10,-3.73088124723997,40.4017629246485
76,719,566,VIA CARPETANA-PETIRROJO,17,Calle  Vía Carpetana SN,28047,10,-3.74413744693918,40.3898315837336
77,1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,46,Avda de Juan de Herrera 6,28040,9,-3.731467031580161,40.4387818180985
78,1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,160,Avda de Juan de Herrera 6,28040,9,-3.731467031580161,40.4387818180985
79,1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,161,Avda de Juan de Herrera 6,28040,9,-3.731467031580161,40.4387818180985
80,1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,N20,Avda de Juan de Herrera 6,28040,9,-3.731467031580161,40.4387818180985
81,1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,N28,Avda de Juan de Herrera 6,28040,9,-3.731467031580161,40.4387818180985
82,723,570,"OCAÑA,69",17,Calle de Ocaña 69,28047,10,-3.75370098756938,40.3852471812636
83,723,570,"OCAÑA,69",N26,Calle de Ocaña 69,28047,10,-3.75370098756938,40.3852471812636
84,726,578,RAFAEL FINAT-AV.LAS ÁGUILAS,17,Calle de Rafael Finat 4,28044,10,-3.7652534210864,40.3837209547469
85,726,578,RAFAEL FINAT-AV.LAS ÁGUILAS,138,Calle de Rafael Finat 4,28044,10,-3.7652534210864,40.3837209547469
86,728,582,RAFAEL FINAT-JOSE DE CADALSO,17,Calle de Rafael Finat 67,28044,10,-3.77081945259137,40.378999320287
87,728,582,RAFAEL FINAT-JOSE DE CADALSO,138,Calle de Rafael Finat 67,28044,10,-3.77081945259137,40.378999320287
88,729,365,BLAS CABRERA-RAFAEL FINAT,17,Calle del General Romero Basart 85,28044,10,-3.77239233482866,40.3779482914937
89,729,365,BLAS CABRERA-RAFAEL FINAT,34,Calle del General Romero Basart 85,28044,10,-3.77239233482866,40.3779482914937
90,729,365,BLAS CABRERA-RAFAEL FINAT,139,Calle del General Romero Basart 85,28044,10,-3.77239233482866,40.3779482914937
91,730,584,BLAS CABRERA-OLIVA DE PLASENCIA,17,Calle del General Romero Basart 57,28044,10,-3.77462852109567,40.37963156521
92,730,584,BLAS CABRERA-OLIVA DE PLASENCIA,139,Calle del General Romero Basart 57,28044,10,-3.77462852109567,40.37963156521
93,733,366,BLAS CABRERA-RAFAEL FINAT,17,Calle del General Romero Basart 83,28044,10,-3.77266752829618,40.3779329420137
94,733,366,BLAS CABRERA-RAFAEL FINAT,34,Calle del General Romero Basart 83,28044,10,-3.77266752829618,40.3779329420137
95,733,366,BLAS CABRERA-RAFAEL FINAT,39,Calle del General Romero Basart 83,28044,10,-3.77266752829618,40.3779329420137
96,733,366,BLAS CABRERA-RAFAEL FINAT,138,Calle del General Romero Basart 83,28044,10,-3.77266752829618,40.3779329420137
97,733,366,BLAS CABRERA-RAFAEL FINAT,139,Calle del General Romero Basart 83,28044,10,-3.77266752829618,40.3779329420137
98,733,366,BLAS CABRERA-RAFAEL FINAT,N19,Calle del General Romero Basart 83,28044,10,-3.77266752829618,40.3779329420137
99,734,583,RAFAEL FINAT-JOSE DE CADALSO,17,Calle de Rafael Finat 67,28044,10,-3.77027942724449,40.3791650770289
100,734,583,RAFAEL FINAT-JOSE DE CADALSO,138,Calle de Rafael Finat 67,28044,10,-3.77027942724449,40.3791650770289
101,3402,3192,GONZALEZ FEITO-CAL,23,Calle de González Feíto SN,28041,12,-3.69264437041591,40.3802950506002
102,3402,3192,GONZALEZ FEITO-CAL,123,Calle de González Feíto SN,28041,12,-3.69264437041591,40.3802950506002
103,3409,1563,VENTISQUERO CONDESA-C.MINGUETE,64,Avda del Ventisquero de la Condesa 14,28034,8,-3.7163650921744,40.4876733003269
104,3410,1639,SANTIAGO COMPOSTELA-NARCIS MONTURIOL,67,Calle de Santiago de Compostela 22,28034,8,-3.69953028420412,40.4845780891753
105,3410,1639,SANTIAGO COMPOSTELA-NARCIS MONTURIOL,N22,Calle de Santiago de Compostela 22,28034,8,-3.69953028420412,40.4845780891753
106,3414,1730,ALEJANDRO CASONA-DR.REINOSA,82,Calle de Alejandro Casona 10,28035,8,-3.73079615133935,40.4811417041993
107,3734,4700,PTO.PORZUNA-FUENTIDUEÑA,103,Calle del Puerto del Porzuna 29,28031,18,-3.62265045244768,40.3746337744948
108,3734,4700,PTO.PORZUNA-FUENTIDUEÑA,142,Calle del Puerto del Porzuna 29,28031,18,-3.62265045244768,40.3746337744948
109,3735,4701,PTO.PORZUNA-CONGOSTO,103,Calle del Puerto de Porzuna 1,28031,18,-3.62093481772947,40.375940296193406
110,3735,4701,PTO.PORZUNA-CONGOSTO,142,Calle del Puerto de Porzuna 1,28031,18,-3.62093481772947,40.375940296193406
111,3737,4515,ALCALA-AV.25 DE SEPTIEMBRE,105,Calle de Alcalá 537,28027,20,-3.62287003107297,40.4422231924708
112,3740,4717,DR.ESQUERDO-PZA.CONDE CASAL,56,Calle del Doctor Esquerdo 177,28007,3,-3.67029198707052,40.4060844322901
113,3740,4717,DR.ESQUERDO-PZA.CONDE CASAL,156,Calle del Doctor Esquerdo 177,28007,3,-3.67029198707052,40.4060844322901
114,3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,30,Calle del Doctor Esquerdo SN,28009,3,-3.66964910233147,40.4161512701895
115,3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,56,Calle del Doctor Esquerdo SN,28009,3,-3.66964910233147,40.4161512701895
116,3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,143,Calle del Doctor Esquerdo SN,28009,3,-3.66964910233147,40.4161512701895
117,3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,156,Calle del Doctor Esquerdo SN,28009,3,-3.66964910233147,40.4161512701895
118,3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,N8,Calle del Doctor Esquerdo SN,28009,3,-3.66964910233147,40.4161512701895
119,3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,NC1,Calle del Doctor Esquerdo SN,28009,3,-3.66964910233147,40.4161512701895
120,3743,4486,CEMENTERIO DE FUENCARRAL,SE704,Avda de Montecarmelo 10,28049,8,-3.70072861131243,40.5068048548896
121,3747,4721,LOPEZ DE HOYOS-PADRE CLARET,9,Calle de López de Hoyos 218,28002,5,-3.66514988877695,40.4502583443284
122,3747,4721,LOPEZ DE HOYOS-PADRE CLARET,72,Calle de López de Hoyos 218,28002,5,-3.66514988877695,40.4502583443284
123,3747,4721,LOPEZ DE HOYOS-PADRE CLARET,73,Calle de López de Hoyos 218,28002,5,-3.66514988877695,40.4502583443284
124,3747,4721,LOPEZ DE HOYOS-PADRE CLARET,N2,Calle de López de Hoyos 218,28002,5,-3.66514988877695,40.4502583443284
125,3748,4749,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,25,Paseo de la Ermita del Santo 80,28019,11,-3.73317670906091,40.3993520050979
126,3753,4748,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,25,Paseo de la Ermita del Santo 80,28019,11,-3.73184615703074,40.399450512187
127,3756,4731,VALLE ENMEDIO-GTA.P.CORRALILLOS,49,Calle del Valle de Enmedio 15,28035,8,-3.71835430484661,40.4883186239053
128,3760,4737,VENTISQUERO CONDESA-VALLE DE ENMEDIO,49,Avda del Ventisquero de la Condesa 24,28035,8,-3.71653812091252,40.4886542023121
129,3763,4789,GOLONDRINA-VELETA,160,Calle de la Golondrina 11,28023,9,-3.78344339269342,40.4558605803226
130,3763,4789,GOLONDRINA-VELETA,161,Calle de la Golondrina 11,28023,9,-3.78344339269342,40.4558605803226
131,3766,4794,CTRA.HUMERA A ARAVACA-RIAZA,160,Ctra de Húmera 75,28023,9,-3.77991402128059,40.4570420657105
132,3766,4794,CTRA.HUMERA A ARAVACA-RIAZA,161,Ctra de Húmera 75,28023,9,-3.77991402128059,40.4570420657105
133,3766,4794,CTRA.HUMERA A ARAVACA-RIAZA,N28,Ctra de Húmera 75,28023,9,-3.77991402128059,40.4570420657105
134,3779,4877,GUECHO-PARADORES,162,Calle de Guecho 55,28023,9,-3.82677456705573,40.4761355432293
135,3785,4866,AV.ROSALES-CORINDON,23,Avda de Los Rosales 21,28041,12,-3.69012971135502,40.367048649681294
136,3785,4866,AV.ROSALES-CORINDON,N12,Avda de Los Rosales 21,28041,12,-3.69012971135502,40.367048649681294
137,3788,4897,AYACUCHO-NEVADO RUIZ,104,Calle de Ayacucho SN,28033,16,-3.63435387911997,40.469647321603
138,3788,4897,AYACUCHO-NEVADO RUIZ,171,Calle de Ayacucho SN,28033,16,-3.63435387911997,40.469647321603
139,3788,4897,AYACUCHO-NEVADO RUIZ,T11,Calle de Ayacucho SN,28033,16,-3.63435387911997,40.469647321603
140,3789,4757,DR.GARCIA TAPIA-LAPONIA,30,Avda del Doctor García Tapia 226,28030,14,-3.62791830096598,40.406808382309
141,3789,4757,DR.GARCIA TAPIA-LAPONIA,100,Avda del Doctor García Tapia 226,28030,14,-3.62791830096598,40.406808382309
142,3789,4757,DR.GARCIA TAPIA-LAPONIA,N8,Avda del Doctor García Tapia 226,28030,14,-3.62791830096598,40.406808382309
143,3791,5384,LAPONIA-MUNICH,30,Calle de Laponia 5,28030,14,-3.62757754912038,40.4056480577209
144,3795,4810,MERCAMADRID-MERCADO PESCADO,T32,Calle  Eje 3-1A 3,28053,18,-3.66575407559969,40.3580740569901
145,3796,4807,MERCAMADRID-NAVES AUXILIARES,130,Calle  Eje 1-10 SN,28053,18,-3.65642416818313,40.3634066511374
146,3796,4807,MERCAMADRID-NAVES AUXILIARES,T32,Calle  Eje 1-10 SN,28053,18,-3.65642416818313,40.3634066511374
147,3797,4630,CENTRO DE TRANSPORTES DE MADRID,130,Calle  Eje 7 SN,28053,18,-3.6540653278294,40.365474075062
148,3797,4630,CENTRO DE TRANSPORTES DE MADRID,T32,Calle  Eje 7 SN,28053,18,-3.6540653278294,40.365474075062
149,5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,170,Avda del Camino de Santiago 4,28050,8,-3.66795504052743,40.5107283054635
150,5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,172,Avda del Camino de Santiago 4,28050,8,-3.66795504052743,40.5107283054635
151,5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,172SF,Avda del Camino de Santiago 4,28050,8,-3.66795504052743,40.5107283054635
152,5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,T61,Avda del Camino de Santiago 4,28050,8,-3.66795504052743,40.5107283054635
153,1974,1610,PEDRO RICO-ARZOBISPO MORCILLO,67,Calle de Pedro Rico 12,28029,8,-3.69809941773759,40.4842714141426
154,1846,2590,CARRERA SAN FRANCISCO-SAN I.LABRADOR,60,Car de San Francisco 11,28005,1,-3.71216963666773,40.4111273019689
155,1849,2600,DIEGO DE LEON-SERRANO,61,Calle de Diego de León 3,28006,4,-3.68603912243647,40.4353256587731
156,1850,2602,GRAL.ORAA-Pº CASTELLANA,61,Calle del General Oraa SN,28006,4,-3.68777717212682,40.435801835427
157,1851,2601,HERMANOS BECQUER-SERRANO,61,Calle de los Hermanos Bécquer 1,28006,4,-3.68697243929794,40.4355093148798
158,1855,2585,AV.PABLO NERUDA-AV.PALOMERAS,57,Avda de Pablo Neruda 80,28018,13,-3.64707838302071,40.385504548219
159,1861,1693,PARANINFO-MATEMATICAS,82,Avda a Complutense SN,28040,9,-3.72740417078592,40.4502443281788
160,1861,1693,PARANINFO-MATEMATICAS,F,Avda a Complutense SN,28040,9,-3.72740417078592,40.4502443281788
161,1861,1693,PARANINFO-MATEMATICAS,G,Avda a Complutense SN,28040,9,-3.72740417078592,40.4502443281788
162,1861,1693,PARANINFO-MATEMATICAS,N20,Avda a Complutense SN,28040,9,-3.72740417078592,40.4502443281788
163,1861,1693,PARANINFO-MATEMATICAS,U,Avda a Complutense SN,28040,9,-3.72740417078592,40.4502443281788
164,1862,4285,PARANINFO-TELECOMUNICACIONES,82,Avda a Complutense 30,28040,9,-3.72773983343669,40.4521881582615
165,1862,4285,PARANINFO-TELECOMUNICACIONES,F,Avda a Complutense 30,28040,9,-3.72773983343669,40.4521881582615
166,1862,4285,PARANINFO-TELECOMUNICACIONES,G,Avda a Complutense 30,28040,9,-3.72773983343669,40.4521881582615
167,1862,4285,PARANINFO-TELECOMUNICACIONES,N20,Avda a Complutense 30,28040,9,-3.72773983343669,40.4521881582615
168,1862,4285,PARANINFO-TELECOMUNICACIONES,U,Avda a Complutense 30,28040,9,-3.72773983343669,40.4521881582615
169,1863,1696,PARANINFO-DERECHO,82,Avda a Complutense 9,28040,9,-3.72951556266723,40.4510688778544
170,1863,1696,PARANINFO-DERECHO,F,Avda a Complutense 9,28040,9,-3.72951556266723,40.4510688778544
171,1863,1696,PARANINFO-DERECHO,G,Avda a Complutense 9,28040,9,-3.72951556266723,40.4510688778544
172,1863,1696,PARANINFO-DERECHO,N20,Avda a Complutense 9,28040,9,-3.72951556266723,40.4510688778544
173,1863,1696,PARANINFO-DERECHO,U,Avda a Complutense 9,28040,9,-3.72951556266723,40.4510688778544
174,1870,4514,ISAAC PERAL-PZA.CRISTO REY,1,Calle de Isaac Peral 40,28015,9,-3.71793052606063,40.4384746558032
175,1870,4514,ISAAC PERAL-PZA.CRISTO REY,44,Calle de Isaac Peral 40,28015,9,-3.71793052606063,40.4384746558032
176,1870,4514,ISAAC PERAL-PZA.CRISTO REY,82,Calle de Isaac Peral 40,28015,9,-3.71793052606063,40.4384746558032
177,1870,4514,ISAAC PERAL-PZA.CRISTO REY,132,Calle de Isaac Peral 40,28015,9,-3.71793052606063,40.4384746558032
178,1870,4514,ISAAC PERAL-PZA.CRISTO REY,C2,Calle de Isaac Peral 40,28015,9,-3.71793052606063,40.4384746558032
179,1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,63,Avda del Mediterráneo 50,28007,3,-3.66907339122058,40.4065779678454
180,1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,143,Avda del Mediterráneo 50,28007,3,-3.66907339122058,40.4065779678454
181,1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,145,Avda del Mediterráneo 50,28007,3,-3.66907339122058,40.4065779678454
182,1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,E,Avda del Mediterráneo 50,28007,3,-3.66907339122058,40.4065779678454
183,1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,N9,Avda del Mediterráneo 50,28007,3,-3.66907339122058,40.4065779678454
184,1872,2605,EL BOSCO-MARUJA GARCIA ROMERO,63,Calle de El Bosco 14,28038,13,-3.65387752786584,40.4039169844052
185,1872,2605,EL BOSCO-MARUJA GARCIA ROMERO,143,Calle de El Bosco 14,28038,13,-3.65387752786584,40.4039169844052
186,1873,2606,EL BOSCO-RAMON PEREZ AYALA,63,Calle de El Bosco 14,28038,13,-3.65145261769721,40.4017594603738
187,1873,2606,EL BOSCO-RAMON PEREZ AYALA,143,Calle de El Bosco 14,28038,13,-3.65145261769721,40.4017594603738
188,1873,2606,EL BOSCO-RAMON PEREZ AYALA,N9,Calle de El Bosco 14,28038,13,-3.65145261769721,40.4017594603738
189,1874,2607,EL BOSCO-RAMON PEREZ AYALA,63,Calle de El Bosco 20,28038,13,-3.64985510962642,40.4002684219954
190,1874,2607,EL BOSCO-RAMON PEREZ AYALA,143,Calle de El Bosco 20,28038,13,-3.64985510962642,40.4002684219954
191,1874,2607,EL BOSCO-RAMON PEREZ AYALA,N9,Calle de El Bosco 20,28038,13,-3.64985510962642,40.4002684219954
192,1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,63,Avda del Mediterráneo 5700,28038,13,-3.64111329829271,40.3947855547962
193,1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,145,Avda del Mediterráneo 5700,28038,13,-3.64111329829271,40.3947855547962
194,1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,E,Avda del Mediterráneo 5700,28038,13,-3.64111329829271,40.3947855547962
195,1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,N9,Avda del Mediterráneo 5700,28038,13,-3.64111329829271,40.3947855547962
196,1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,63,Avda del Mediterráneo SN,28031,13,-3.62424115574951,40.3911028878833
197,1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,145,Avda del Mediterráneo SN,28031,13,-3.62424115574951,40.3911028878833
198,1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,E,Avda del Mediterráneo SN,28031,13,-3.62424115574951,40.3911028878833
199,1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,N9,Avda del Mediterráneo SN,28031,13,-3.62424115574951,40.3911028878833
200,1879,2621,CASTRILLO AZA-AV.STA.EUGENIA,63,Calle de Castrillo de Aza SN,28031,18,-3.61092759914697,40.3837458455804
201,1879,2621,CASTRILLO AZA-AV.STA.EUGENIA,N9,Calle de Castrillo de Aza SN,28031,18,-3.61092759914697,40.3837458455804
202,1881,2617,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,63,Avda de Santa Eugenia 58,28031,18,-3.60945632278242,40.3805058059826
