,codigo_estacion,codigo_parada,nombre_parada,linea,direccion_parada,cp_parada,distrito_parada,longitud,latitud
4737,3819,4900,AREQUIPA Nº 30,T11,Calle de Arequipa 30,28043,16,-3.63732326846812,40.4689418296793
4738,2520,480,AYACUCHO-GTA.SANDRO PERTINI,87,Calle de Ayacucho 4,28033,16,-3.64192582587426,40.4700785641265
4739,2520,480,AYACUCHO-GTA.SANDRO PERTINI,120,Calle de Ayacucho 4,28033,16,-3.64192582587426,40.4700785641265
4740,2520,480,AYACUCHO-GTA.SANDRO PERTINI,125,Calle de Ayacucho 4,28033,16,-3.64192582587426,40.4700785641265
4741,2520,480,AYACUCHO-GTA.SANDRO PERTINI,172,Calle de Ayacucho 4,28033,16,-3.64192582587426,40.4700785641265
4742,2520,480,AYACUCHO-GTA.SANDRO PERTINI,172SF,Calle de Ayacucho 4,28033,16,-3.64192582587426,40.4700785641265
4743,2383,2889,MAR ADRIATICO-AYACUCHO,87,Calle de Mar Adriático 1,28033,16,-3.63882434552525,40.4702263465054
4744,2369,2888,MAR ADRIATICO-AYACUCHO,87,Calle de Mar Adriático 2,28033,16,-3.63860597800924,40.4702906138511
4745,2105,473,MOTA DEL CUERVO-MOTILLA DEL PALANCAR,73,Calle de Mota del Cuervo 1,28043,16,-3.63418458708082,40.4648870015256
4746,2105,473,MOTA DEL CUERVO-MOTILLA DEL PALANCAR,120,Calle de Mota del Cuervo 1,28043,16,-3.63418458708082,40.4648870015256
4747,2103,474,MOTA DEL CUERVO-MOTILLA DEL PALANCAR,73,Calle de Mota del Cuervo 1,28043,16,-3.63421301773508,40.4647742334883
4748,2103,474,MOTA DEL CUERVO-MOTILLA DEL PALANCAR,120,Calle de Mota del Cuervo 1,28043,16,-3.63421301773508,40.4647742334883
4749,2103,474,MOTA DEL CUERVO-MOTILLA DEL PALANCAR,N3,Calle de Mota del Cuervo 1,28043,16,-3.63421301773508,40.4647742334883
4750,3267,5510,ASCAO-GUTIERRE DE CETINA,28,Calle de Gutierre de Cetina 75,28017,15,-3.64122261327991,40.4302761623657
4751,3267,5510,ASCAO-GUTIERRE DE CETINA,N6,Calle de Gutierre de Cetina 75,28017,15,-3.64122261327991,40.4302761623657
4752,6037,4217,CAPITAN BLANCO ARGIBAY-MOQUETAS,49,Calle del Capitán Blanco Argibay 59,28029,6,-3.70124583429242,40.4660723336051
4753,6038,5632,PINOS ALTA-BRAVO MURILLO,49,Calle de Pinos Alta 3,28029,6,-3.69512248664828,40.4653389948679
4754,6038,5632,PINOS ALTA-BRAVO MURILLO,N22,Calle de Pinos Alta 3,28029,6,-3.69512248664828,40.4653389948679
4755,6039,5633,VEZA-MULLER,49,Calle de Veza 30,28029,6,-3.69758612287712,40.4662115597551
4756,6039,5633,VEZA-MULLER,N22,Calle de Veza 30,28029,6,-3.69758612287712,40.4662115597551
4757,6040,5634,PLATANO-MOQUETAS,49,Calle del Plátano 18,28029,6,-3.69961355821503,40.4676362554151
4758,6040,5634,PLATANO-MOQUETAS,N22,Calle del Plátano 18,28029,6,-3.69961355821503,40.4676362554151
4759,6041,5635,ARROYO-DIVINO REDENTOR,49,Calle del Arroyo 3,28029,6,-3.70082258243356,40.468836143699
4760,6041,5635,ARROYO-DIVINO REDENTOR,N22,Calle del Arroyo 3,28029,6,-3.70082258243356,40.468836143699
4761,3016,1733,MONFORTE DE LEMOS-PARQUE NORTE,134,Avda de Monforte de Lemos SN,28029,8,-3.69307411120795,40.4792430885084
4762,3016,1733,MONFORTE DE LEMOS-PARQUE NORTE,137,Avda de Monforte de Lemos SN,28029,8,-3.69307411120795,40.4792430885084
4763,3027,1459,MARIA DEL CARMEN-SEPULVEDA,138,Calle de María del Carmen 68,28011,10,-3.73304397301039,40.4055600828202
4764,3027,1459,MARIA DEL CARMEN-SEPULVEDA,N18,Calle de María del Carmen 68,28011,10,-3.73304397301039,40.4055600828202
4765,3034,1472,SEPULVEDA-COOP.JUAN XIII,138,Calle de Sepúlveda 153,28011,10,-3.75256459610977,40.4025564706936
4766,3039,643,AVDA. ARQUEROS-GRANADEROS,139,Avda de los Arqueros 3,28024,10,-3.79158846166978,40.3826295007964
4767,3276,976,BRAULIO GUTIERREZ-LUIS RUIZ,28,Calle de Braulio Gutiérrez SN,28017,15,-3.63673958743173,40.4291792700208
4768,3276,976,BRAULIO GUTIERREZ-LUIS RUIZ,N6,Calle de Braulio Gutiérrez SN,28017,15,-3.63673958743173,40.4291792700208
4769,3211,3360,AV.PLANETARIO-EMBAJADORES,148,Avda del Planetario 34,28045,2,-3.68933107487166,40.3876121833049
4770,3211,3360,AV.PLANETARIO-EMBAJADORES,156,Avda del Planetario 34,28045,2,-3.68933107487166,40.3876121833049
4771,3211,3360,AV.PLANETARIO-EMBAJADORES,N13,Avda del Planetario 34,28045,2,-3.68933107487166,40.3876121833049
4772,3217,2769,SILVANO-PZA.ANDRES JAUREGUI,73,Calle de Silvano 152,28043,16,-3.6291032627369,40.4626354437266
4773,3225,387,MOSCATELAR-PARMA,120,Calle del Moscatelar 2,28043,16,-3.64989651253905,40.4571512545002
4774,3225,387,MOSCATELAR-PARMA,122,Calle del Moscatelar 2,28043,16,-3.64989651253905,40.4571512545002
4775,3232,379,EUGENIA DE MONTIJO-PZA.PARTERRE,35,Calle de Eugenia de Montijo 104,28054,11,-3.75104613788593,40.3753274134996
4776,3232,379,EUGENIA DE MONTIJO-PZA.PARTERRE,47,Calle de Eugenia de Montijo 104,28054,11,-3.75104613788593,40.3753274134996
4777,3232,379,EUGENIA DE MONTIJO-PZA.PARTERRE,N17,Calle de Eugenia de Montijo 104,28054,11,-3.75104613788593,40.3753274134996
4778,3240,478,LOS EMIGRANTES-TRIBALDOS,112,Calle de los Emigrantes 7,28043,16,-3.63722745672688,40.4673432629328
4779,3240,478,LOS EMIGRANTES-TRIBALDOS,120,Calle de los Emigrantes 7,28043,16,-3.63722745672688,40.4673432629328
4780,3240,478,LOS EMIGRANTES-TRIBALDOS,153,Calle de los Emigrantes 7,28043,16,-3.63722745672688,40.4673432629328
4781,5719,4002,MARQUES DE VIANA-BRAVO MURILLO,11,Calle del Marqués de Viana 2,28039,6,-3.69876650654038,40.4609432030726
4782,5720,4001,MARQUES DE VIANA-BRAVO MURILLO,11,Calle del Marqués de Viana 1,28039,6,-3.69868217654663,40.4607725415182
4783,5721,3999,MARQUES DE VIANA-GLADIOLO,11,Calle del Marqués de Viana 43,28039,6,-3.7018711076337,40.4623208139592
4784,5722,4000,MARQUES DE VIANA-FERELUZ,11,Calle del Marqués de Viana 40,28039,6,-3.70193391799808,40.4626898009361
4785,5723,3997,MARQUES DE VIANA-RUIZ PALACIOS,11,Calle del Marqués de Viana 73,28039,6,-3.70344887400697,40.4631851080391
4786,5724,3998,MARQUES DE VIANA-GENCIANA,11,Calle del Marqués de Viana 64,28039,6,-3.70376003957113,40.4636156474047
4787,1452,1782,MELCHOR FDEZ.ALMAGRO-AV.FERROL,147,Calle de Melchor Fernández Almagro SN,28029,8,-3.7073430311523,40.476156802138
4788,1456,1491,SINESIO DELGADO-INST.DE SALUD CARLOS III,147,Calle de Sinesio Delgado 6,28029,6,-3.69193949293747,40.4746598151916
4789,1463,5365,BRAVO MURILLO-MARQUES DE VIANA,66,Calle de Bravo Murillo 295,28020,6,-3.69821636623526,40.4613519259722
4790,1463,5365,BRAVO MURILLO-MARQUES DE VIANA,124,Calle de Bravo Murillo 295,28020,6,-3.69821636623526,40.4613519259722
4791,1475,459,AVDA. RAMON Y CAJAL,43,Avda de Ramón y Cajal 28,28016,5,-3.67091504917904,40.4522791355938
4792,1475,459,AVDA. RAMON Y CAJAL,120,Avda de Ramón y Cajal 28,28016,5,-3.67091504917904,40.4522791355938
4793,148,244,HERMANOS GARCÍA NOBLEJAS-LUIS CAMPOS,4,Calle de los Hermanos García Noblejas 70,28037,15,-3.63212542621317,40.4294883296472
4794,148,244,HERMANOS GARCÍA NOBLEJAS-LUIS CAMPOS,38,Calle de los Hermanos García Noblejas 70,28037,15,-3.63212542621317,40.4294883296472
4795,148,244,HERMANOS GARCÍA NOBLEJAS-LUIS CAMPOS,48,Calle de los Hermanos García Noblejas 70,28037,15,-3.63212542621317,40.4294883296472
4796,148,244,HERMANOS GARCÍA NOBLEJAS-LUIS CAMPOS,70,Calle de los Hermanos García Noblejas 70,28037,15,-3.63212542621317,40.4294883296472
4797,148,244,HERMANOS GARCÍA NOBLEJAS-LUIS CAMPOS,N6,Calle de los Hermanos García Noblejas 70,28037,15,-3.63212542621317,40.4294883296472
4798,5821,4048,NECTAR-ESFINGE,48,Calle del Néctar SN,28022,20,-3.60990536800183,40.4436120111322
4799,5822,4049,ESFINGE-CANAL DEL BOSFORO,48,Calle de la Esfinge SN,28022,20,-3.60855259301837,40.4417272308369
4800,5368,11,AVDA DE BURGOS-BUGANVILLA,14,Avda de Burgos 6,28036,5,-3.6758262570833,40.4716559155998
4801,4026,5223,VALLE PINARES LLANOS-V.CONDESA,N21,Calle del Valle de Pinares Llanos 1,28035,8,-3.7175119206491,40.4856662150492
4802,4008,3413,AVDA.OROVILLA-DULZURA,23,Avda  Orovilla 62,28041,17,-3.6897371876692,40.3574112200995
4803,4008,3413,AVDA.OROVILLA-DULZURA,N13,Avda  Orovilla 62,28041,17,-3.6897371876692,40.3574112200995
4804,4011,4825,PILAR LORENGAR-ANDREA JORDAN,N13,Calle de Pilar Lorengar 9,28021,17,-3.68633290709359,40.3537376916829
4805,3972,5202,BAHIA POLLENSA-BAHIA GANDO,151,Calle de Bahía de Pollensa 9,28042,21,-3.59352278870331,40.4655439740778
4806,5533,3759,FCO.SILVELA-J.ORTEGA Y GASSET,48,Calle de Francisco Silvela 11,28028,4,-3.6700657144541,40.4296534128836
4807,2280,1362,AV.BETANZOS-Pº DE LA VAGUADA,83,Avda de Betanzos 67,28029,8,-3.71274142620732,40.4793218650113
4808,2286,1373,PEDRO RICO-ARZOBISPO MORCILLO,83,Calle de Pedro Rico 41,28029,8,-3.69998647672242,40.483377142802496
4809,2286,1373,PEDRO RICO-ARZOBISPO MORCILLO,132,Calle de Pedro Rico 41,28029,8,-3.69998647672242,40.483377142802496
4810,2292,1367,MONFORTE DE LEMOS-JUNTA MUNICIPAL,49,Avda de Monforte de Lemos 115,28029,8,-3.70871361705461,40.4786709239529
4811,2292,1367,MONFORTE DE LEMOS-JUNTA MUNICIPAL,83,Avda de Monforte de Lemos 115,28029,8,-3.70871361705461,40.4786709239529
4812,2292,1367,MONFORTE DE LEMOS-JUNTA MUNICIPAL,128,Avda de Monforte de Lemos 115,28029,8,-3.70871361705461,40.4786709239529
4813,2292,1367,MONFORTE DE LEMOS-JUNTA MUNICIPAL,132,Avda de Monforte de Lemos 115,28029,8,-3.70871361705461,40.4786709239529
4814,2292,1367,MONFORTE DE LEMOS-JUNTA MUNICIPAL,137,Avda de Monforte de Lemos 115,28029,8,-3.70871361705461,40.4786709239529
4815,2292,1367,MONFORTE DE LEMOS-JUNTA MUNICIPAL,N22,Avda de Monforte de Lemos 115,28029,8,-3.70871361705461,40.4786709239529
4816,2310,3427,CTRA.CASTILLA-VIA DOS CASTILLAS,160,Ctra de Castilla 1700,28040,9,-3.7622707712593,40.449420897698005
4817,2310,3427,CTRA.CASTILLA-VIA DOS CASTILLAS,161,Ctra de Castilla 1700,28040,9,-3.7622707712593,40.449420897698005
4818,2310,3427,CTRA.CASTILLA-VIA DOS CASTILLAS,N28,Ctra de Castilla 1700,28040,9,-3.7622707712593,40.449420897698005
4819,1564,2428,MARCELO USERA-RAFAELA YBARRA,47,Calle de Marcelo Usera 148,28026,12,-3.71252505150286,40.3853727008138
4820,1564,2428,MARCELO USERA-RAFAELA YBARRA,60,Calle de Marcelo Usera 148,28026,12,-3.71252505150286,40.3853727008138
4821,1564,2428,MARCELO USERA-RAFAELA YBARRA,81,Calle de Marcelo Usera 148,28026,12,-3.71252505150286,40.3853727008138
4822,1564,2428,MARCELO USERA-RAFAELA YBARRA,247,Calle de Marcelo Usera 148,28026,12,-3.71252505150286,40.3853727008138
4823,1571,2441,AV.ABRANTES-ALFONSO MARTINEZ CONDE,47,Avda de Abrantes 68,28025,11,-3.7299838819815,40.3797414043306
4824,1571,2441,AV.ABRANTES-ALFONSO MARTINEZ CONDE,108,Avda de Abrantes 68,28025,11,-3.7299838819815,40.3797414043306
4825,1575,2450,BELZUNEGUI-REAL MADRID,47,Calle de Belzunegui 20,28025,11,-3.73920284656718,40.3760072211322
4826,1575,2450,BELZUNEGUI-REAL MADRID,118,Calle de Belzunegui 20,28025,11,-3.73920284656718,40.3760072211322
4827,1575,2450,BELZUNEGUI-REAL MADRID,N16,Calle de Belzunegui 20,28025,11,-3.73920284656718,40.3760072211322
4828,1588,2445,AV.ABRANTES-Cº VIEJO LEGANES,118,Avda de Abrantes 155,28025,11,-3.73323881313048,40.3767928883653
4829,1607,1040,AV.STA.EUGENIA-PUENTELARRA,58,Avda de Santa Eugenia SN,28031,18,-3.60584731104784,40.3847905522201
4830,3567,4363,JUAN ESPLANDIU,215,Calle de Juan Esplandiu 22,28007,3,-3.66355192028959,40.4167629429334
4831,2407,4770,AV.AMERICA-CORAZON DE MARIA,114,Avda de América 41,28002,5,-3.67016508016068,40.4403870878412
4832,2407,4770,AV.AMERICA-CORAZON DE MARIA,115,Avda de América 41,28002,5,-3.67016508016068,40.4403870878412
4833,2407,4770,AV.AMERICA-CORAZON DE MARIA,122,Avda de América 41,28002,5,-3.67016508016068,40.4403870878412
4834,2413,2712,BEATRIZ DE BOBADILLA-JUAN MONTALVO,C2,Calle de Beatriz de Bobadilla 2,28040,9,-3.71379739834542,40.4466758751981
4835,2413,2712,BEATRIZ DE BOBADILLA-JUAN MONTALVO,F,Calle de Beatriz de Bobadilla 2,28040,9,-3.71379739834542,40.4466758751981
4836,2420,4290,PROFESOR ARANGUREN-FILOSOFIA Y LETRAS,F,Calle del Profesor Aranguren 5,28040,9,-3.73415767241952,40.4484899913351
4837,2420,4290,PROFESOR ARANGUREN-FILOSOFIA Y LETRAS,G,Calle del Profesor Aranguren 5,28040,9,-3.73415767241952,40.4484899913351
4838,2426,4639,AV.JACA-AV.AMERICA,140,Avda de Jaca 14,28022,20,-3.61128710912351,40.4492218516117
4839,2593,261,NICOLAS SALMERON Nº13,106,Calle de Nicolás Salmerón 4,28017,15,-3.6322254803444,40.4206408979638
4840,2593,261,NICOLAS SALMERON Nº13,N7,Calle de Nicolás Salmerón 4,28017,15,-3.6322254803444,40.4206408979638
4841,2594,257,NICOLAS SALMERON-PAREDES DE NAVA,106,Calle de Nicolás Salmerón 8,28017,15,-3.62821037437891,40.41843750651911
4842,2594,257,NICOLAS SALMERON-PAREDES DE NAVA,N7,Calle de Nicolás Salmerón 8,28017,15,-3.62821037437891,40.41843750651911
4843,2610,3054,Pº CASTELLANOS-MARIA ODIAGA,108,Paseo de los Castellanos 51,28025,11,-3.7445903402582,40.3754636953637
4844,2611,3055,ALBA TORMES-FEDERICO GRASES,108,Calle de Alba de Tormes 49,28025,11,-3.74515836699006,40.3761672555176
4845,3275,974,ASCAO-LUIS RUIZ,28,Calle de Luis Ruiz 32,28017,15,-3.63866941019402,40.4308218031187
4846,3275,974,ASCAO-LUIS RUIZ,N6,Calle de Luis Ruiz 32,28017,15,-3.63866941019402,40.4308218031187
4847,1660,205,MATEO INURRIA-AV.RECUERDO,70,Calle de Mateo Inurria 31,28036,5,-3.6815446595674,40.4674782698903
4848,1660,205,MATEO INURRIA-AV.RECUERDO,107,Calle de Mateo Inurria 31,28036,5,-3.6815446595674,40.4674782698903
4849,1660,205,MATEO INURRIA-AV.RECUERDO,129,Calle de Mateo Inurria 31,28036,5,-3.6815446595674,40.4674782698903
4850,629,2149,PZA. DUQUE DE PASTRANA,14,Plaza del Duque de Pastrana 6,28036,5,-3.6778940585951,40.46846366177
4851,629,2149,PZA. DUQUE DE PASTRANA,129,Plaza del Duque de Pastrana 6,28036,5,-3.6778940585951,40.46846366177
4852,629,2149,PZA. DUQUE DE PASTRANA,174,Plaza del Duque de Pastrana 6,28036,5,-3.6778940585951,40.46846366177
4853,1661,207,MATEO INURRIA-Pº HABANA,70,Calle de Mateo Inurria 50,28036,5,-3.67961866029863,40.4676337350591
4854,1661,207,MATEO INURRIA-Pº HABANA,107,Calle de Mateo Inurria 50,28036,5,-3.67961866029863,40.4676337350591
4855,1661,207,MATEO INURRIA-Pº HABANA,129,Calle de Mateo Inurria 50,28036,5,-3.67961866029863,40.4676337350591
4856,624,2146,Pº HABANA-MENENDEZ PIDAL,14,Paseo de la Habana 179,28036,5,-3.67911529865585,40.466735791700295
4857,5194,3860,AV.DE LA PESETA-SALVADOR ALLENDE,35,Avda de la Peseta 50,28054,11,-3.75824547193863,40.362356952089
4858,5194,3860,AV.DE LA PESETA-SALVADOR ALLENDE,155,Avda de la Peseta 50,28054,11,-3.75824547193863,40.362356952089
4859,5194,3860,AV.DE LA PESETA-SALVADOR ALLENDE,N17,Avda de la Peseta 50,28054,11,-3.75824547193863,40.362356952089
4860,5194,3860,AV.DE LA PESETA-SALVADOR ALLENDE,SE832,Avda de la Peseta 50,28054,11,-3.75824547193863,40.362356952089
4861,5195,3859,AV.DE LA PESETA-SALVADOR ALLENDE,35,Calle de la Catedral de Burgos 7,28054,11,-3.75881439900966,40.3627766538984
4862,5195,3859,AV.DE LA PESETA-SALVADOR ALLENDE,155,Calle de la Catedral de Burgos 7,28054,11,-3.75881439900966,40.3627766538984
4863,5195,3859,AV.DE LA PESETA-SALVADOR ALLENDE,N17,Calle de la Catedral de Burgos 7,28054,11,-3.75881439900966,40.3627766538984
4864,5195,3859,AV.DE LA PESETA-SALVADOR ALLENDE,SE832,Calle de la Catedral de Burgos 7,28054,11,-3.75881439900966,40.3627766538984
4865,38,162,PUERTA DE ALCALA,1,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4866,38,162,PUERTA DE ALCALA,2,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4867,38,162,PUERTA DE ALCALA,9,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4868,38,162,PUERTA DE ALCALA,15,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4869,38,162,PUERTA DE ALCALA,19,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4870,38,162,PUERTA DE ALCALA,20,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4871,38,162,PUERTA DE ALCALA,51,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4872,38,162,PUERTA DE ALCALA,52,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4873,38,162,PUERTA DE ALCALA,74,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4874,38,162,PUERTA DE ALCALA,146,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4875,38,162,PUERTA DE ALCALA,N2,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4876,38,162,PUERTA DE ALCALA,N3,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4877,38,162,PUERTA DE ALCALA,N5,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4878,38,162,PUERTA DE ALCALA,N6,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4879,38,162,PUERTA DE ALCALA,N7,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4880,38,162,PUERTA DE ALCALA,N8,Avda de Méjico SN,28001,3,-3.68826031065316,40.4196998317684
4881,1139,1270,PICO ARTILLEROS Nº 102,30,Calle del Pico de los Artilleros 102,28030,14,-3.64020199604525,40.4058942912305
4882,891,1243,JUAN PEREZ ZUÑIGA-TORRELAGUNA,21,Calle de Juan Pérez Zúñiga 1,28027,15,-3.64956385165916,40.4407161883091
4883,5228,1305,AV.ARROYO DEL SANTO-AV.LOS ARCES,153,Avda de los Arces 11,28042,16,-3.62193445702636,40.4540030036679
4884,5403,3658,AQUITANIA-NUREMBERG,106,Calle de Aquitania 22,28032,20,-3.61748027877743,40.4189546650351
4885,5403,3658,AQUITANIA-NUREMBERG,140,Calle de Aquitania 22,28032,20,-3.61748027877743,40.4189546650351
4886,5403,3658,AQUITANIA-NUREMBERG,159,Calle de Aquitania 22,28032,20,-3.61748027877743,40.4189546650351
4887,5536,3811,PZA.MANUEL BECERRA-DR.ESQUERRO,2,Calle del Doctor Esquerdo 3,28009,4,-3.66848072277211,40.4275995044659
4888,5536,3811,PZA.MANUEL BECERRA-DR.ESQUERRO,71,Calle del Doctor Esquerdo 3,28009,4,-3.66848072277211,40.4275995044659
4889,5539,3827,MINERVA-AV.COMUNIDADES,71,Calle de Minerva SN,28032,19,-3.60832181101146,40.3943002157825
4890,5540,3828,MINERVA-AV.COMUNIDADES,71,Calle de Minerva SN,28032,19,-3.60870249157827,40.3944153346591
4891,5541,3810,AV. AVIACION-MIRABEL,39,Avda de la Aviación 16,28044,10,-3.78139528082635,40.3756581449102
4892,5541,3810,AV. AVIACION-MIRABEL,139,Avda de la Aviación 16,28044,10,-3.78139528082635,40.3756581449102
4893,6042,5636,ARROYO-PASEO DE LA DIRECCION,49,Calle del Arroyo 28,28029,6,-3.70230412920947,40.4698992316696
4894,6042,5636,ARROYO-PASEO DE LA DIRECCION,N22,Calle del Arroyo 28,28029,6,-3.70230412920947,40.4698992316696
4895,6049,5665,AV.HISPANIDAD-CENTRO DE CARGA AEREA,101,Avda de la Hispanidad 21,28042,21,-3.58144548803574,40.4571232553661
4896,5929,4205,JOAQUIN TURINA-CTRA.BARRIO FORTUNA,34,Calle de Joaquín Turina 49,28054,10,-3.76463287595683,40.3729096540766
4897,5930,4204,JOAQUIN TURINA-MAESTRA JUSTA FREIRE,34,Calle de Joaquín Turina 49,28044,10,-3.76532446605827,40.3732924764339
4898,3703,4569,FORGES-MINERVA,106,Calle de Forges 15,28032,19,-3.60114632696024,40.4046981299698
4899,1761,2553,NTRA.SRA.VALVANERA-LAGUNA,55,Avda de Nuestra Señora de Valvanera 120,28047,10,-3.74108564804928,40.3933872126274
4900,1761,2553,NTRA.SRA.VALVANERA-LAGUNA,119,Avda de Nuestra Señora de Valvanera 120,28047,10,-3.74108564804928,40.3933872126274
4901,1633,2491,LUCANO-FENELON,48,Calle de Lucano 38,28022,20,-3.61057718200513,40.4376580070148
4902,1633,2491,LUCANO-FENELON,140,Calle de Lucano 38,28022,20,-3.61057718200513,40.4376580070148
4903,1633,2491,LUCANO-FENELON,N5,Calle de Lucano 38,28022,20,-3.61057718200513,40.4376580070148
4904,2902,123,BAMBU-AV.PIO XII,129,Calle del Bambú 4,28036,5,-3.67749303662272,40.47412814302231
4905,2902,123,BAMBU-AV.PIO XII,150,Calle del Bambú 4,28036,5,-3.67749303662272,40.47412814302231
4906,2902,123,BAMBU-AV.PIO XII,174,Calle del Bambú 4,28036,5,-3.67749303662272,40.47412814302231
4907,2916,3602,AVDA. BURGOS Nº93,173,Avda de Burgos 93,28050,8,-3.6699967312254,40.4940184759183
4908,2916,3602,AVDA. BURGOS Nº93,174,Avda de Burgos 93,28050,8,-3.6699967312254,40.4940184759183
4909,2916,3602,AVDA. BURGOS Nº93,176,Avda de Burgos 93,28050,8,-3.6699967312254,40.4940184759183
4910,3475,1759,COSTA BRAVA-VALLE FUENFRIA,134,Calle de la Costa Brava 12,28034,8,-3.70714137494604,40.4981533384275
4911,3475,1759,COSTA BRAVA-VALLE FUENFRIA,178,Calle de la Costa Brava 12,28034,8,-3.70714137494604,40.4981533384275
4912,3500,639,NTRA.SRA.VALVANERA-LAGUNA,25,Avda de Nuestra Señora de Valvanera 181,28047,10,-3.74236937961438,40.3940681834884
4913,3500,639,NTRA.SRA.VALVANERA-LAGUNA,55,Avda de Nuestra Señora de Valvanera 181,28047,10,-3.74236937961438,40.3940681834884
4914,3500,639,NTRA.SRA.VALVANERA-LAGUNA,119,Avda de Nuestra Señora de Valvanera 181,28047,10,-3.74236937961438,40.3940681834884
4915,3411,1620,FERMIN CABALLERO-ISLA DE AROSA,67,Calle de Fermín Caballero 19,28035,8,-3.71639903465831,40.4804839620761
4916,3411,1620,FERMIN CABALLERO-ISLA DE AROSA,127,Calle de Fermín Caballero 19,28035,8,-3.71639903465831,40.4804839620761
4917,3411,1620,FERMIN CABALLERO-ISLA DE AROSA,N21,Calle de Fermín Caballero 19,28035,8,-3.71639903465831,40.4804839620761
4918,5142,13,GUECHO-GOBELAS,162,Calle de Guecho 3,28023,9,-3.81781762731332,40.4710550989514
4919,5152,22,AMOREBIETA-AV.NTRA.SRA.DE BEGOÑA,162,Calle de Amorebieta 25,28023,9,-3.81032563898799,40.4689997122779
4920,5316,2943,CALLE DE JAVIER DE MIGUEL,310,Calle de Javier de Miguel 63,28018,13,-3.65796187562082,40.3868711856622
4921,5500,1920,ATOCHA-LEON,6,Calle de Atocha 53,28012,1,-3.69988406128123,40.4129229323093
4922,5500,1920,ATOCHA-LEON,26,Calle de Atocha 53,28012,1,-3.69988406128123,40.4129229323093
4923,5500,1920,ATOCHA-LEON,32,Calle de Atocha 53,28012,1,-3.69988406128123,40.4129229323093
4924,5500,1920,ATOCHA-LEON,N26,Calle de Atocha 53,28012,1,-3.69988406128123,40.4129229323093
4925,2234,1329,MELENDEZ VALDES-PRINCESA,82,Calle de Meléndez Valdés 72,28015,9,-3.71774956127068,40.433264067606
4926,2234,1329,MELENDEZ VALDES-PRINCESA,132,Calle de Meléndez Valdés 72,28015,9,-3.71774956127068,40.433264067606
4927,2304,1333,AV.PUERTA DE HIERRO-AGRONOMOS,83,Avda de Puerta de Hierro 3,28040,9,-3.73022888473898,40.4417761159951
4928,2304,1333,AV.PUERTA DE HIERRO-AGRONOMOS,133,Avda de Puerta de Hierro 3,28040,9,-3.73022888473898,40.4417761159951
4929,2304,1333,AV.PUERTA DE HIERRO-AGRONOMOS,162,Avda de Puerta de Hierro 3,28040,9,-3.73022888473898,40.4417761159951
4930,1509,1678,OFELIA NIETO-VILLAAMIL,44,Calle de Ofelia Nieto 64,28039,6,-3.70865716625754,40.4615587567401
4931,1509,1678,OFELIA NIETO-VILLAAMIL,128,Calle de Ofelia Nieto 64,28039,6,-3.70865716625754,40.4615587567401
4932,2089,2738,AV.BUCARAMANGA-BOYACA,72,Avda de Bucaramanga SN,28033,16,-3.63749923868757,40.4724318394278
4933,2089,2738,AV.BUCARAMANGA-BOYACA,87,Avda de Bucaramanga SN,28033,16,-3.63749923868757,40.4724318394278
4934,2313,3431,ARROYO POZUELO-MENTA,160,Calle del Arroyo de Pozuelo 31,28023,9,-3.77253180959173,40.4516186281034
4935,2313,3431,ARROYO POZUELO-MENTA,N28,Calle del Arroyo de Pozuelo 31,28023,9,-3.77253180959173,40.4516186281034
4936,2320,3433,ARROYO POZUELO-OLIVINO,160,Calle del Arroyo de Pozuelo 63,28023,9,-3.7761169176765,40.4526396854087
4937,167,1075,Pº ARTILLEROS-VILLACARLOS,100,Paseo de los Artilleros 31,28032,19,-3.60900632827252,40.4059273591272
4938,2617,3039,Cº VIEJO LEGANES-WENCESLAO,118,Calle del Camino Viejo de Leganés 179,28025,11,-3.73170312137737,40.3805233548584
4939,2622,3061,Cº VIEJO LEGANES-ALEJANDRO SANCHEZ,118,Calle del Camino Viejo de Leganés 49,28019,11,-3.72526545189378,40.3905864511784
4940,2627,3036,Cº VIEJO LEGANES-FALCINELO,118,Calle del Camino Viejo de Leganés 134,28025,11,-3.73044089634744,40.3823151216349
4941,2627,3036,Cº VIEJO LEGANES-FALCINELO,N16,Calle del Camino Viejo de Leganés 134,28025,11,-3.73044089634744,40.3823151216349
